"REF_DATE","GEO","DGUID","Investment income","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1978-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","1057","","","","0"
"1978-10","Canada","2016A000011124","Portfolio investment, Canadian bonds, interest, payments","Dollars","81","millions","6","v112629","1.33","982","","","","0"
"1978-10","Canada","2016A000011124","Portfolio investment, federal government, interest payments on bonds","Dollars","81","millions","6","v112631","1.35","37","","","","0"
"1978-10","Canada","2016A000011124","Portfolio investment, federal government enterprises, interest payments on bonds","Dollars","81","millions","6","v112632","1.36","0","","","","0"
"1978-10","Canada","2016A000011124","Portfolio investment, provincial government, interest payments on bonds","Dollars","81","millions","6","v112634","1.38","554","","","","0"
"1978-10","Canada","2016A000011124","Portfolio investment, provincial government enterprises, interest payments on bonds","Dollars","81","millions","6","v112635","1.39","0","","","","0"
"1978-10","Canada","2016A000011124","Portfolio investment, municipal government, interest payments on bonds","Dollars","81","millions","6","v112636","1.40","83","","","","0"
"1978-10","Canada","2016A000011124","Portfolio investment, corporations, interest payments on bonds","Dollars","81","millions","6","v112637","1.41","308","","","","0"
"1978-10","Canada","2016A000011124","Portfolio investment, Canadian money market, interest, payments","Dollars","81","millions","6","v112638","1.42","75","","","","0"
"1978-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","92","","","","0"
"1978-10","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","971","","","","0"
"1978-10","Canada","2016A000011124","Total investment income, balances","Dollars","81","millions","6","v112643","1.45","-3130","","","","0"
"1978-10","Canada","2016A000011124","Direct investment income, balances","Dollars","81","millions","6","v112644","1.46","-1991","","","","0"
"1978-10","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","-81","","","","0"
"1978-10","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","-1910","","","","0"
"1978-10","Canada","2016A000011124","Direct investment, dividends, balances","Dollars","81","millions","6","v112646","1.49","-1048","","","","0"
"1978-10","Canada","2016A000011124","Direct investment, reinvested earnings, balances","Dollars","81","millions","6","v112647","1.50","-863","","","","0"
"1978-10","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-1073","","","","0"
"1978-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-1045","","","","0"
"1978-10","Canada","2016A000011124","Portfolio investment, interest on bonds, balances","Dollars","81","millions","6","v112650","1.53","-971","","","","0"
"1978-10","Canada","2016A000011124","Portfolio investment, interest on money market instruments, balances","Dollars","81","millions","6","v112651","1.54","-75","","","","0"
"1978-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, balances","Dollars","81","millions","6","v112652","1.55","-27","","","","0"
"1978-10","Canada","2016A000011124","Other investment income (interest), balances","Dollars","81","millions","6","v112653","1.56","-66","","","","0"
"1979-01","Canada","2016A000011124","Total investment income, receipts","Dollars","81","millions","6","v112599","1.1","2214","","","","0"
"1979-01","Canada","2016A000011124","Total interest, receipts","Dollars","81","millions","6","v112600","1.2","1421","","","","0"
"1979-01","Canada","2016A000011124","Total dividends, receipts","Dollars","81","millions","6","v112601","1.3","281","","","","0"
"1979-01","Canada","2016A000011124","Total reinvested earnings, receipts","Dollars","81","millions","6","v112602","1.4","512","","","","0"
"1979-01","Canada","2016A000011124","Direct investment income, receipts","Dollars","81","millions","6","v112603","1.5","724","","","","0"
"1979-01","Canada","2016A000011124","Direct investment, interest, receipts","Dollars","81","millions","6","v112604","1.6","0","","","","0"
"1979-01","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","724","","","","0"
"1979-01","Canada","2016A000011124","Direct investment, dividends, receipts","Dollars","81","millions","6","v112605","1.8","212","","","","0"
"1979-01","Canada","2016A000011124","Direct investment, reinvested earnings, receipts","Dollars","81","millions","6","v112606","1.9","512","","","","0"
"1979-01","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","82","","","","0"
"1979-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","13","","","","0"
"1979-01","Canada","2016A000011124","Portfolio investment, interest, foreign bonds, receipts","Dollars","81","millions","6","v30426192","1.57","13","","","","0"
"1979-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","69","","","","0"
"1979-01","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1408","","","","0"
"1979-01","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","4692","","","","0"
"1979-01","Canada","2016A000011124","Total interest, payments","Dollars","81","millions","6","v112613","1.15","2764","","","","0"
"1979-01","Canada","2016A000011124","Interest payments, governments","Dollars","81","millions","6","v112614","1.16","431","","","","0"
"1979-01","Canada","2016A000011124","Interest payments, federal government","Dollars","81","millions","6","v112615","1.17","109","","","","0"
"1979-01","Canada","2016A000011124","Interest payments, provincial government","Dollars","81","millions","6","v112616","1.18","239","","","","0"
"1979-01","Canada","2016A000011124","Interest payments, municipal government","Dollars","81","millions","6","v112617","1.19","84","","","","0"
"1979-01","Canada","2016A000011124","Interest payments, government enterprises","Dollars","81","millions","6","v112618","1.20","378","","","","0"
"1979-01","Canada","2016A000011124","Interest payments, federal government enterprises","Dollars","81","millions","6","v112619","1.21","34","","","","0"
"1979-01","Canada","2016A000011124","Interest payments, provincial government enterprises","Dollars","81","millions","6","v112620","1.22","344","","","","0"
"1979-01","Canada","2016A000011124","Interest payments, corporations","Dollars","81","millions","6","v112621","1.23","1955","","","","0"
"1979-01","Canada","2016A000011124","Total dividends, payments","Dollars","81","millions","6","v112622","1.24","583","","","","0"
"1979-01","Canada","2016A000011124","Total reinvested earnings, payments","Dollars","81","millions","6","v112623","1.25","1344","","","","0"
"1979-01","Canada","2016A000011124","Direct investment income, payments","Dollars","81","millions","6","v112624","1.26","1952","","","","0"
"1979-01","Canada","2016A000011124","Direct investment, interest, payments","Dollars","81","millions","6","v112625","1.27","95","","","","0"
"1979-01","Canada","2016A000011124","Direct investment, profits, payments","Dollars","81","millions","6","v112642","1.28","1856","","","","0"
"1979-01","Canada","2016A000011124","Direct investment, dividends, payments","Dollars","81","millions","6","v112626","1.29","512","","","","0"
"1979-01","Canada","2016A000011124","Direct investment, reinvested earnings, payments","Dollars","81","millions","6","v112627","1.30","1344","","","","0"
"1979-01","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","1136","","","","0"
"1979-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","1065","","","","0"
"1979-01","Canada","2016A000011124","Portfolio investment, Canadian bonds, interest, payments","Dollars","81","millions","6","v112629","1.33","983","","","","0"
"1979-01","Canada","2016A000011124","Portfolio investment, federal government, interest payments on bonds","Dollars","81","millions","6","v112631","1.35","79","","","","0"
"1979-01","Canada","2016A000011124","Portfolio investment, federal government enterprises, interest payments on bonds","Dollars","81","millions","6","v112632","1.36","34","","","","0"
"1979-01","Canada","2016A000011124","Portfolio investment, provincial government, interest payments on bonds","Dollars","81","millions","6","v112634","1.38","224","","","","0"
"1979-01","Canada","2016A000011124","Portfolio investment, provincial government enterprises, interest payments on bonds","Dollars","81","millions","6","v112635","1.39","314","","","","0"
"1979-01","Canada","2016A000011124","Portfolio investment, municipal government, interest payments on bonds","Dollars","81","millions","6","v112636","1.40","70","","","","0"
"1979-01","Canada","2016A000011124","Portfolio investment, corporations, interest payments on bonds","Dollars","81","millions","6","v112637","1.41","262","","","","0"
"1979-01","Canada","2016A000011124","Portfolio investment, Canadian money market, interest, payments","Dollars","81","millions","6","v112638","1.42","82","","","","0"
"1979-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","71","","","","0"
"1979-01","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1604","","","","0"
"1979-01","Canada","2016A000011124","Total investment income, balances","Dollars","81","millions","6","v112643","1.45","-2478","","","","0"
"1979-01","Canada","2016A000011124","Direct investment income, balances","Dollars","81","millions","6","v112644","1.46","-1228","","","","0"
"1979-01","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","-95","","","","0"
"1979-01","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","-1133","","","","0"
"1979-01","Canada","2016A000011124","Direct investment, dividends, balances","Dollars","81","millions","6","v112646","1.49","-300","","","","0"
"1979-01","Canada","2016A000011124","Direct investment, reinvested earnings, balances","Dollars","81","millions","6","v112647","1.50","-833","","","","0"
"1979-01","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-1054","","","","0"
"1979-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-1052","","","","0"
"1979-01","Canada","2016A000011124","Portfolio investment, interest on bonds, balances","Dollars","81","millions","6","v112650","1.53","-970","","","","0"
"1979-01","Canada","2016A000011124","Portfolio investment, interest on money market instruments, balances","Dollars","81","millions","6","v112651","1.54","-82","","","","0"
"1979-01","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, balances","Dollars","81","millions","6","v112652","1.55","-2","","","","0"
"1979-01","Canada","2016A000011124","Other investment income (interest), balances","Dollars","81","millions","6","v112653","1.56","-196","","","","0"
"1979-04","Canada","2016A000011124","Total investment income, receipts","Dollars","81","millions","6","v112599","1.1","2189","","","","0"
"1979-04","Canada","2016A000011124","Total interest, receipts","Dollars","81","millions","6","v112600","1.2","1435","","","","0"
"1979-04","Canada","2016A000011124","Total dividends, receipts","Dollars","81","millions","6","v112601","1.3","266","","","","0"
"1979-04","Canada","2016A000011124","Total reinvested earnings, receipts","Dollars","81","millions","6","v112602","1.4","488","","","","0"
"1979-04","Canada","2016A000011124","Direct investment income, receipts","Dollars","81","millions","6","v112603","1.5","683","","","","0"
"1979-04","Canada","2016A000011124","Direct investment, interest, receipts","Dollars","81","millions","6","v112604","1.6","0","","","","0"
"1979-04","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","683","","","","0"
"1979-04","Canada","2016A000011124","Direct investment, dividends, receipts","Dollars","81","millions","6","v112605","1.8","195","","","","0"
"1979-04","Canada","2016A000011124","Direct investment, reinvested earnings, receipts","Dollars","81","millions","6","v112606","1.9","488","","","","0"
"1979-04","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","84","","","","0"
"1979-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","14","","","","0"
"1979-04","Canada","2016A000011124","Portfolio investment, interest, foreign bonds, receipts","Dollars","81","millions","6","v30426192","1.57","14","","","","0"
"1979-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","71","","","","0"
"1979-04","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1421","","","","0"
"1979-04","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","4861","","","","0"
"1979-04","Canada","2016A000011124","Total interest, payments","Dollars","81","millions","6","v112613","1.15","2870","","","","0"
"1979-04","Canada","2016A000011124","Interest payments, governments","Dollars","81","millions","6","v112614","1.16","450","","","","0"
"1979-04","Canada","2016A000011124","Interest payments, federal government","Dollars","81","millions","6","v112615","1.17","121","","","","0"
"1979-04","Canada","2016A000011124","Interest payments, provincial government","Dollars","81","millions","6","v112616","1.18","246","","","","0"
"1979-04","Canada","2016A000011124","Interest payments, municipal government","Dollars","81","millions","6","v112617","1.19","83","","","","0"
"1979-04","Canada","2016A000011124","Interest payments, government enterprises","Dollars","81","millions","6","v112618","1.20","386","","","","0"
"1979-04","Canada","2016A000011124","Interest payments, federal government enterprises","Dollars","81","millions","6","v112619","1.21","37","","","","0"
"1979-04","Canada","2016A000011124","Interest payments, provincial government enterprises","Dollars","81","millions","6","v112620","1.22","348","","","","0"
"1979-04","Canada","2016A000011124","Interest payments, corporations","Dollars","81","millions","6","v112621","1.23","2034","","","","0"
"1979-04","Canada","2016A000011124","Total dividends, payments","Dollars","81","millions","6","v112622","1.24","471","","","","0"
"1979-04","Canada","2016A000011124","Total reinvested earnings, payments","Dollars","81","millions","6","v112623","1.25","1519","","","","0"
"1979-04","Canada","2016A000011124","Direct investment income, payments","Dollars","81","millions","6","v112624","1.26","2023","","","","0"
"1979-04","Canada","2016A000011124","Direct investment, interest, payments","Dollars","81","millions","6","v112625","1.27","95","","","","0"
"1979-04","Canada","2016A000011124","Direct investment, profits, payments","Dollars","81","millions","6","v112642","1.28","1928","","","","0"
"1979-04","Canada","2016A000011124","Direct investment, dividends, payments","Dollars","81","millions","6","v112626","1.29","409","","","","0"
"1979-04","Canada","2016A000011124","Direct investment, reinvested earnings, payments","Dollars","81","millions","6","v112627","1.30","1519","","","","0"
"1979-04","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","1161","","","","0"
"1979-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","1099","","","","0"
"1979-04","Canada","2016A000011124","Portfolio investment, Canadian bonds, interest, payments","Dollars","81","millions","6","v112629","1.33","1002","","","","0"
"1979-04","Canada","2016A000011124","Portfolio investment, federal government, interest payments on bonds","Dollars","81","millions","6","v112631","1.35","84","","","","0"
"1979-04","Canada","2016A000011124","Portfolio investment, federal government enterprises, interest payments on bonds","Dollars","81","millions","6","v112632","1.36","37","","","","0"
"1979-04","Canada","2016A000011124","Portfolio investment, provincial government, interest payments on bonds","Dollars","81","millions","6","v112634","1.38","229","","","","0"
"1979-04","Canada","2016A000011124","Portfolio investment, provincial government enterprises, interest payments on bonds","Dollars","81","millions","6","v112635","1.39","317","","","","0"
"1979-04","Canada","2016A000011124","Portfolio investment, municipal government, interest payments on bonds","Dollars","81","millions","6","v112636","1.40","69","","","","0"
"1979-04","Canada","2016A000011124","Portfolio investment, corporations, interest payments on bonds","Dollars","81","millions","6","v112637","1.41","266","","","","0"
"1979-04","Canada","2016A000011124","Portfolio investment, Canadian money market, interest, payments","Dollars","81","millions","6","v112638","1.42","96","","","","0"
"1979-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","63","","","","0"
"1979-04","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1676","","","","0"
"1979-04","Canada","2016A000011124","Total investment income, balances","Dollars","81","millions","6","v112643","1.45","-2672","","","","0"
"1979-04","Canada","2016A000011124","Direct investment income, balances","Dollars","81","millions","6","v112644","1.46","-1340","","","","0"
"1979-04","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","-95","","","","0"
"1979-04","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","-1245","","","","0"
"1979-04","Canada","2016A000011124","Direct investment, dividends, balances","Dollars","81","millions","6","v112646","1.49","-214","","","","0"
"1979-04","Canada","2016A000011124","Direct investment, reinvested earnings, balances","Dollars","81","millions","6","v112647","1.50","-1031","","","","0"
"1979-04","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-1077","","","","0"
"1979-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-1085","","","","0"
"1979-04","Canada","2016A000011124","Portfolio investment, interest on bonds, balances","Dollars","81","millions","6","v112650","1.53","-989","","","","0"
"1979-04","Canada","2016A000011124","Portfolio investment, interest on money market instruments, balances","Dollars","81","millions","6","v112651","1.54","-96","","","","0"
"1979-04","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, balances","Dollars","81","millions","6","v112652","1.55","8","","","","0"
"1979-04","Canada","2016A000011124","Other investment income (interest), balances","Dollars","81","millions","6","v112653","1.56","-255","","","","0"
"1979-07","Canada","2016A000011124","Total investment income, receipts","Dollars","81","millions","6","v112599","1.1","2051","","","","0"
"1979-07","Canada","2016A000011124","Total interest, receipts","Dollars","81","millions","6","v112600","1.2","1492","","","","0"
"1979-07","Canada","2016A000011124","Total dividends, receipts","Dollars","81","millions","6","v112601","1.3","328","","","","0"
"1979-07","Canada","2016A000011124","Total reinvested earnings, receipts","Dollars","81","millions","6","v112602","1.4","232","","","","0"
"1979-07","Canada","2016A000011124","Direct investment income, receipts","Dollars","81","millions","6","v112603","1.5","492","","","","0"
"1979-07","Canada","2016A000011124","Direct investment, interest, receipts","Dollars","81","millions","6","v112604","1.6","0","","","","0"
"1979-07","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","492","","","","0"
"1979-07","Canada","2016A000011124","Direct investment, dividends, receipts","Dollars","81","millions","6","v112605","1.8","260","","","","0"
"1979-07","Canada","2016A000011124","Direct investment, reinvested earnings, receipts","Dollars","81","millions","6","v112606","1.9","232","","","","0"
"1979-07","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","80","","","","0"
"1979-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","13","","","","0"
"1979-07","Canada","2016A000011124","Portfolio investment, interest, foreign bonds, receipts","Dollars","81","millions","6","v30426192","1.57","13","","","","0"
"1979-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","68","","","","0"
"1979-07","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1479","","","","0"
"1979-07","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","4887","","","","0"
"1979-07","Canada","2016A000011124","Total interest, payments","Dollars","81","millions","6","v112613","1.15","2953","","","","0"
"1979-07","Canada","2016A000011124","Interest payments, governments","Dollars","81","millions","6","v112614","1.16","472","","","","0"
"1979-07","Canada","2016A000011124","Interest payments, federal government","Dollars","81","millions","6","v112615","1.17","130","","","","0"
"1979-07","Canada","2016A000011124","Interest payments, provincial government","Dollars","81","millions","6","v112616","1.18","255","","","","0"
"1979-07","Canada","2016A000011124","Interest payments, municipal government","Dollars","81","millions","6","v112617","1.19","87","","","","0"
"1979-07","Canada","2016A000011124","Interest payments, government enterprises","Dollars","81","millions","6","v112618","1.20","406","","","","0"
"1979-07","Canada","2016A000011124","Interest payments, federal government enterprises","Dollars","81","millions","6","v112619","1.21","44","","","","0"
"1979-07","Canada","2016A000011124","Interest payments, provincial government enterprises","Dollars","81","millions","6","v112620","1.22","363","","","","0"
"1979-07","Canada","2016A000011124","Interest payments, corporations","Dollars","81","millions","6","v112621","1.23","2075","","","","0"
"1979-07","Canada","2016A000011124","Total dividends, payments","Dollars","81","millions","6","v112622","1.24","561","","","","0"
"1979-07","Canada","2016A000011124","Total reinvested earnings, payments","Dollars","81","millions","6","v112623","1.25","1373","","","","0"
"1979-07","Canada","2016A000011124","Direct investment income, payments","Dollars","81","millions","6","v112624","1.26","1948","","","","0"
"1979-07","Canada","2016A000011124","Direct investment, interest, payments","Dollars","81","millions","6","v112625","1.27","95","","","","0"
"1979-07","Canada","2016A000011124","Direct investment, profits, payments","Dollars","81","millions","6","v112642","1.28","1853","","","","0"
"1979-07","Canada","2016A000011124","Direct investment, dividends, payments","Dollars","81","millions","6","v112626","1.29","480","","","","0"
"1979-07","Canada","2016A000011124","Direct investment, reinvested earnings, payments","Dollars","81","millions","6","v112627","1.30","1373","","","","0"
"1979-07","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","1221","","","","0"
"1979-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","1140","","","","0"
"1979-07","Canada","2016A000011124","Portfolio investment, Canadian bonds, interest, payments","Dollars","81","millions","6","v112629","1.33","1038","","","","0"
"1979-07","Canada","2016A000011124","Portfolio investment, federal government, interest payments on bonds","Dollars","81","millions","6","v112631","1.35","87","","","","0"
"1979-07","Canada","2016A000011124","Portfolio investment, federal government enterprises, interest payments on bonds","Dollars","81","millions","6","v112632","1.36","44","","","","0"
"1979-07","Canada","2016A000011124","Portfolio investment, provincial government, interest payments on bonds","Dollars","81","millions","6","v112634","1.38","233","","","","0"
"1979-07","Canada","2016A000011124","Portfolio investment, provincial government enterprises, interest payments on bonds","Dollars","81","millions","6","v112635","1.39","327","","","","0"
"1979-07","Canada","2016A000011124","Portfolio investment, municipal government, interest payments on bonds","Dollars","81","millions","6","v112636","1.40","71","","","","0"
"1979-07","Canada","2016A000011124","Portfolio investment, corporations, interest payments on bonds","Dollars","81","millions","6","v112637","1.41","277","","","","0"
"1979-07","Canada","2016A000011124","Portfolio investment, Canadian money market, interest, payments","Dollars","81","millions","6","v112638","1.42","102","","","","0"
"1979-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, payments","Dollars","81","millions","6","v112639","1.43","81","","","","0"
"1979-07","Canada","2016A000011124","Other investment income (interest), payments","Dollars","81","millions","6","v112640","1.44","1718","","","","0"
"1979-07","Canada","2016A000011124","Total investment income, balances","Dollars","81","millions","6","v112643","1.45","-2835","","","","0"
"1979-07","Canada","2016A000011124","Direct investment income, balances","Dollars","81","millions","6","v112644","1.46","-1456","","","","0"
"1979-07","Canada","2016A000011124","Direct investment, interest, balances","Dollars","81","millions","6","v112645","1.47","-95","","","","0"
"1979-07","Canada","2016A000011124","Direct investment, profits, balances","Dollars","81","millions","6","v112654","1.48","-1360","","","","0"
"1979-07","Canada","2016A000011124","Direct investment, dividends, balances","Dollars","81","millions","6","v112646","1.49","-220","","","","0"
"1979-07","Canada","2016A000011124","Direct investment, reinvested earnings, balances","Dollars","81","millions","6","v112647","1.50","-1141","","","","0"
"1979-07","Canada","2016A000011124","Portfolio investment income, balances","Dollars","81","millions","6","v112648","1.51","-1141","","","","0"
"1979-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, balances","Dollars","81","millions","6","v112649","1.52","-1127","","","","0"
"1979-07","Canada","2016A000011124","Portfolio investment, interest on bonds, balances","Dollars","81","millions","6","v112650","1.53","-1025","","","","0"
"1979-07","Canada","2016A000011124","Portfolio investment, interest on money market instruments, balances","Dollars","81","millions","6","v112651","1.54","-102","","","","0"
"1979-07","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, balances","Dollars","81","millions","6","v112652","1.55","-14","","","","0"
"1979-07","Canada","2016A000011124","Other investment income (interest), balances","Dollars","81","millions","6","v112653","1.56","-239","","","","0"
"1979-10","Canada","2016A000011124","Total investment income, receipts","Dollars","81","millions","6","v112599","1.1","2543","","","","0"
"1979-10","Canada","2016A000011124","Total interest, receipts","Dollars","81","millions","6","v112600","1.2","1557","","","","0"
"1979-10","Canada","2016A000011124","Total dividends, receipts","Dollars","81","millions","6","v112601","1.3","288","","","","0"
"1979-10","Canada","2016A000011124","Total reinvested earnings, receipts","Dollars","81","millions","6","v112602","1.4","698","","","","0"
"1979-10","Canada","2016A000011124","Direct investment income, receipts","Dollars","81","millions","6","v112603","1.5","913","","","","0"
"1979-10","Canada","2016A000011124","Direct investment, interest, receipts","Dollars","81","millions","6","v112604","1.6","0","","","","0"
"1979-10","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","913","","","","0"
"1979-10","Canada","2016A000011124","Direct investment, dividends, receipts","Dollars","81","millions","6","v112605","1.8","215","","","","0"
"1979-10","Canada","2016A000011124","Direct investment, reinvested earnings, receipts","Dollars","81","millions","6","v112606","1.9","698","","","","0"
"1979-10","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","88","","","","0"
"1979-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","14","","","","0"
"1979-10","Canada","2016A000011124","Portfolio investment, interest, foreign bonds, receipts","Dollars","81","millions","6","v30426192","1.57","14","","","","0"
"1979-10","Canada","2016A000011124","Portfolio investment, dividends on equity and investment fund shares, receipts","Dollars","81","millions","6","v112609","1.12","73","","","","0"
"1979-10","Canada","2016A000011124","Other investment income (interest), receipts","Dollars","81","millions","6","v112610","1.13","1543","","","","0"
"1979-10","Canada","2016A000011124","Total investment income, payments","Dollars","81","millions","6","v112612","1.14","5538","","","","0"
"1979-10","Canada","2016A000011124","Total interest, payments","Dollars","81","millions","6","v112613","1.15","3033","","","","0"
"1979-10","Canada","2016A000011124","Interest payments, governments","Dollars","81","millions","6","v112614","1.16","486","","","","0"
"1979-10","Canada","2016A000011124","Interest payments, federal government","Dollars","81","millions","6","v112615","1.17","131","","","","0"
"1979-10","Canada","2016A000011124","Interest payments, provincial government","Dollars","81","millions","6","v112616","1.18","265","","","","0"
"1979-10","Canada","2016A000011124","Interest payments, municipal government","Dollars","81","millions","6","v112617","1.19","89","","","","0"
"1979-10","Canada","2016A000011124","Interest payments, government enterprises","Dollars","81","millions","6","v112618","1.20","423","","","","0"
"1979-10","Canada","2016A000011124","Interest payments, federal government enterprises","Dollars","81","millions","6","v112619","1.21","48","","","","0"
"1979-10","Canada","2016A000011124","Interest payments, provincial government enterprises","Dollars","81","millions","6","v112620","1.22","375","","","","0"
"1979-10","Canada","2016A000011124","Interest payments, corporations","Dollars","81","millions","6","v112621","1.23","2124","","","","0"
"1979-10","Canada","2016A000011124","Total dividends, payments","Dollars","81","millions","6","v112622","1.24","1277","","","","0"
"1979-10","Canada","2016A000011124","Total reinvested earnings, payments","Dollars","81","millions","6","v112623","1.25","1227","","","","0"
"1979-10","Canada","2016A000011124","Direct investment income, payments","Dollars","81","millions","6","v112624","1.26","2510","","","","0"
"1979-10","Canada","2016A000011124","Direct investment, interest, payments","Dollars","81","millions","6","v112625","1.27","94","","","","0"
"1979-10","Canada","2016A000011124","Direct investment, profits, payments","Dollars","81","millions","6","v112642","1.28","2416","","","","0"
"1979-10","Canada","2016A000011124","Direct investment, dividends, payments","Dollars","81","millions","6","v112626","1.29","1188","","","","0"
"1979-10","Canada","2016A000011124","Direct investment, reinvested earnings, payments","Dollars","81","millions","6","v112627","1.30","1227","","","","0"
"1979-10","Canada","2016A000011124","Portfolio investment income, payments","Dollars","81","millions","6","v112628","1.31","1263","","","","0"
"1979-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, payments","Dollars","81","millions","6","v112641","1.32","1174","","","","0"
"1979-10","Canada","2016A000011124","Portfolio investment, Canadian bonds, interest, payments","Dollars","81","millions","6","v112629","1.33","1067","","","","0"
"1979-10","Canada","2016A000011124","Portfolio investment, federal government, interest payments on bonds","Dollars","81","millions","6","v112631","1.35","92","","","","0"
"1979-10","Canada","2016A000011124","Portfolio investment, federal government enterprises, interest payments on bonds","Dollars","81","millions","6","v112632","1.36","48","","","","0"
"1979-10","Canada","2016A000011124","Portfolio investment, provincial government, interest payments on bonds","Dollars","81","millions","6","v112634","1.38","240","","","","0"
"1979-10","Canada","2016A000011124","Portfolio investment, provincial government enterprises, interest payments on bonds","Dollars","81","millions","6","v112635","1.39","333","","","","0"
"1979-10","Canada","2016A000011124","Portfolio investment, municipal government, interest payments on bonds","Dollars","81","millions","6","v112636","1.40","70","","","","0"
"1979-10","Canada","2016A000011124","Portfolio investment, corporations, interest payments on bonds","Dollars","81","millions","6","v112637","1.41","285","","","","0"
