Release Date,Time,Actual,Forecast,Previous,
"Sep 05, 2014",10:00,50.9,55.0,54.1,
"Aug 07, 2014",10:00,54.1,53.0,46.9,
"Jul 07, 2014",10:00,46.9,52.5,48.2,
"Jun 05, 2014",10:00,48.2,56.0,54.1,
"May 06, 2014",10:00,54.1,54.0,55.2,
"Apr 04, 2014",10:00,55.2,59.0,57.2,
"Mar 06, 2014",11:00,57.2,54.0,56.8,
"Feb 06, 2014",11:00,56.8,51.0,46.3,
"Jan 07, 2014",11:00,46.3,55.0,53.7,
"Dec 05, 2013",11:00,53.7,59.0,62.8,
"Nov 06, 2013",11:00,62.8,51.0,51.9,
"Oct 04, 2013",10:00,51.9,53.0,51.0,
"Sep 06, 2013",10:00,51.0,52.0,48.4,
"Aug 07, 2013",10:00,48.4,57.0,55.3,
"Jul 05, 2013",10:00,55.3,57.0,63.1,
"Jun 06, 2013",10:00,63.1,57.0,52.2,
"May 06, 2013",10:00,52.2,58.0,61.6,
"Apr 05, 2013",10:00,61.6,52.0,51.1,
"Mar 06, 2013",11:00,51.1,58.0,58.9,
"Feb 06, 2013",11:00,58.9,54.0,52.8,
"Jan 07, 2013",11:00,52.8,50.0,47.5,
"Dec 06, 2012",11:00,47.5,59.0,58.3,
"Nov 06, 2012",11:00,58.3,58.0,60.4,
"Oct 04, 2012",10:00,60.4,59.0,62.5,
"Sep 07, 2012",10:00,62.5,58.0,62.8,
"Aug 07, 2012",10:00,62.8,53.0,49.0,
"Jul 06, 2012",10:00,49.0,56.0,60.5,
"Jun 07, 2012",10:00,60.5,55.0,52.7,
"May 04, 2012",10:00,52.7,61.0,63.5,
"Apr 05, 2012",10:00,63.5,66.0,66.5,
"Mar 06, 2012",11:00,66.5,62.1,64.1,
"Feb 06, 2012",11:00,64.1,57.8,63.5,
"Jan 05, 2012",11:00,63.5,59.1,59.9,
"Dec 06, 2011",11:00,59.9,55.0,54.4,
"Nov 04, 2011",10:00,54.4,56.2,55.7,
"Oct 06, 2011",10:00,55.7,54.9,56.4,
"Sep 07, 2011",10:00,56.4,46.7,46.8,
"Aug 05, 2011",10:00,46.8,61.2,59.9,
"Jul 07, 2011",10:00,59.9,65.0,65.5,
"Jun 06, 2011",10:00,65.5,60.0,57.8,
"May 05, 2011",10:00,57.8,69.2,73.2,
"Apr 06, 2011",10:00,73.2,65.2,70.8,
"Mar 04, 2011",11:00,70.8,50.6,41.4,
"Feb 04, 2011",11:00,41.4,53.7,50.0,
"Jan 06, 2011",11:00,50.0,52.7,57.5,
"Dec 06, 2010",11:00,57.5,56.2,56.7,
"Nov 04, 2010",10:00,56.7,69.7,70.3,
"Oct 06, 2010",10:00,70.3,63.2,65.9,
"Sep 08, 2010",10:00,65.9,55.9,54.0,
"Aug 06, 2010",10:00,54.0,56.3,58.9,
"Jul 07, 2010",10:00,58.9,64.2,62.7,
"Jun 04, 2010",10:00,62.7,59.6,58.7,
"May 06, 2010",10:00,58.7,59.3,57.8,
"Apr 07, 2010",10:00,57.8,55.0,51.9,
"Mar 04, 2010",11:00,51.9,55.0,50.8,
"Feb 04, 2010",11:00,50.8,52.0,48.4,
"Jan 07, 2010",11:00,48.4,52.2,55.9,
"Dec 04, 2009",11:00,55.9,60.5,61.2,
"Nov 05, 2009",11:00,61.2,60.9,61.7,
"Oct 06, 2009",10:00,61.7,57.0,55.7,
"Sep 04, 2009",10:00,55.7,54.3,51.8,
"Aug 07, 2009",10:00,51.8,55.5,58.2,
"Jul 07, 2009",10:00,58.2,50.4,48.4,
"Jun 04, 2009",10:00,48.4,54.3,53.7,
"May 06, 2009",10:00,53.7,40.5,43.2,
"Apr 06, 2009",10:00,43.2,46.7,45.2,
"Mar 05, 2009",11:00,45.2,37.5,36.1,
"Feb 05, 2009",11:00,36.1,39.0,39.1,
"Jan 08, 2009",11:00,39.1,38.0,40.2,
"Dec 04, 2008",11:00,40.2,50.5,52.2,
"Nov 06, 2008",11:00,52.2,56.0,61.0,
"Oct 06, 2008",10:00,61.0,51.0,51.5,
"Sep 05, 2008",10:00,51.5,61.7,65.5,
"Aug 06, 2008",10:00,65.5,62.0,69.6,
"Jun 05, 2008",11:00,62.5,58.8,57.6,
"May 06, 2008",10:00,57.6,54.0,59.0,
"Apr 04, 2008",10:00,59.0,62.5,62.0,
"Mar 06, 2008",11:00,62.0,55.0,56.2,
