Release Date,Time,Actual,Forecast,Previous,
"Jul 30, 2019 (Jul)",21:00,49.7,49.6,49.4,
"Jun 29, 2019 (Jun)",21:00,49.4,49.5,49.4,
"May 30, 2019 (May)",21:00,49.4,49.9,50.1,
"Apr 29, 2019 (Apr)",21:00,50.1,50.7,50.5,
"Mar 30, 2019 (Mar)",21:00,50.5,49.5,49.2,
"Feb 27, 2019 (Feb)",21:00,49.2,49.5,49.5,
"Jan 30, 2019 (Jan)",21:00,49.5,49.3,49.4,
"Dec 30, 2018 (Dec)",21:00,49.4,50.0,50.0,
"Nov 29, 2018 (Nov)",21:00,50.0,50.2,50.2,
"Oct 30, 2018 (Oct)",21:00,50.2,50.6,50.8,
"Sep 29, 2018 (Sep)",21:00,50.8,51.2,51.3,
"Aug 30, 2018 (Aug)",21:00,51.3,51.0,51.2,
"Jul 30, 2018 (Jul)",21:00,51.2,51.4,51.5,
"Jun 29, 2018 (Jun)",21:00,51.5,51.6,51.9,
"May 30, 2018 (May)",21:00,51.9,51.4,51.4,
"Apr 29, 2018 (Apr)",21:00,51.4,51.3,51.5,
"Mar 30, 2018 (Mar)",21:00,51.5,50.5,50.3,
"Feb 27, 2018 (Feb)",21:00,50.3,51.4,51.3,
"Jan 30, 2018 (Jan)",21:00,51.3,51.5,51.6,
"Dec 30, 2017 (Dec)",21:00,51.6,51.6,51.8,
"Nov 29, 2017 (Nov)",21:00,51.8,51.4,51.6,
"Oct 30, 2017 (Oct)",21:00,51.6,52.0,52.4,
"Sep 29, 2017 (Sep)",21:00,52.4,51.5,51.7,
"Aug 30, 2017 (Aug)",21:00,51.7,51.3,51.4,
"Jul 30, 2017 (Jul)",21:00,51.4,51.6,51.7,
"Jun 29, 2017 (Jun)",21:00,51.7,51.0,51.2,
"May 30, 2017 (May)",21:00,51.2,51.0,51.2,
"Apr 29, 2017 (Apr)",21:00,51.2,51.6,51.8,
"Mar 30, 2017 (Mar)",21:00,51.8,51.6,51.6,
"Feb 28, 2017 (Feb)",21:00,51.6,51.1,51.3,
"Jan 31, 2017 (Jan)",21:00,51.3,51.2,51.4,
"Dec 31, 2016 (Dec)",21:00,51.4,51.5,51.7,
"Nov 30, 2016 (Nov)",21:00,51.7,51.0,51.2,
"Oct 31, 2016 (Oct)",21:00,51.2,50.4,50.4,
"Sep 30, 2016 (Sep)",21:00,50.4,50.4,50.4,
"Aug 31, 2016 (Aug)",21:00,50.4,49.9,49.9,
"Jul 31, 2016 (Jul)",21:00,49.9,50.0,50.0,
"Jun 30, 2016 (Jun)",21:00,50.0,50.0,50.1,
"May 31, 2016 (May)",21:00,50.1,50.0,50.1,
