"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 17","56,522.11","55,328.98","56,896.89","54,983.32","5.44B","2.38%"
"Jul 17","55,207.41","51,667.30","55,366.74","51,491.80","4.11B","6.97%"
"Jun 17","51,611.01","53,486.24","53,549.79","50,749.68","6.49B","-3.64%"
"May 17","53,562.57","53,871.34","54,716.53","53,286.61","4.98B","-0.47%"
"Apr 17","53,817.31","52,267.64","54,002.95","52,162.69","4.42B","3.38%"
"Mar 17","52,056.06","51,273.18","52,866.34","50,737.28","6.03B","1.78%"
"Feb 17","51,146.05","53,115.48","53,287.26","51,146.05","4.51B","-3.11%"
"Jan 17","52,788.12","50,851.51","53,738.29","50,338.30","4.39B","4.21%"
"Dec 16","50,653.54","50,329.40","51,211.03","48,935.90","3.37B","0.88%"
"Nov 16","50,209.43","50,704.69","51,858.93","49,402.14","5.50B","-0.75%"
"Oct 16","50,590.08","52,037.93","52,224.23","50,460.75","4.91B","-2.62%"
"Sep 16","51,949.83","52,882.05","53,986.89","50,757.82","6.23B","-1.49%"
"Aug 16","52,733.12","53,296.85","53,838.01","51,875.17","4.17B","-0.12%"
"Jul 16","52,797.58","52,674.68","53,939.33","50,786.74","3.08B","1.11%"
"Jun 16","52,217.72","53,556.00","54,422.24","50,017.98","5.66B","-3.13%"
"May 16","53,905.21","53,203.53","54,704.22","50,923.42","5.03B","1.79%"
"Apr 16","52,957.32","51,772.56","54,039.17","50,996.33","4.51B","1.35%"
"Mar 16","52,250.28","49,463.87","53,826.58","49,462.03","5.55B","5.74%"
"Feb 16","49,415.31","49,339.28","50,434.36","47,275.30","5.38B","0.56%"
"Jan 16","49,141.94","50,275.72","50,275.72","45,975.78","5.28B","-3.06%"
"Dec 15","50,693.76","51,948.16","51,973.74","47,493.13","5.21B","-1.77%"
"Nov 15","51,607.83","53,599.63","54,760.91","50,989.15","4.80B","-4.06%"
"Oct 15","53,793.74","50,522.40","54,635.56","50,418.03","4.72B","7.40%"
"Sep 15","50,088.86","49,637.00","52,019.11","48,493.04","5.01B","0.23%"
"Aug 15","49,972.33","51,836.17","52,930.56","46,530.87","4.14B","-4.00%"
"Jul 15","52,053.27","51,877.16","53,231.02","49,592.40","4.90B","0.48%"
"Jun 15","51,806.95","52,335.25","53,083.66","51,018.56","4.65B","-0.89%"
"May 15","52,270.86","54,899.70","55,113.76","52,270.86","4.22B","-3.99%"
"Apr 15","54,440.43","52,023.78","55,355.12","51,921.30","4.41B","4.33%"
"Mar 15","52,181.95","53,531.95","53,575.23","51,422.20","5.17B","-2.18%"
"Feb 15","53,344.20","51,324.01","53,615.42","51,086.23","3.79B","4.05%"
"Jan 15","51,266.81","49,764.00","51,353.37","47,831.04","3.73B","3.01%"
"Dec 14","49,770.60","49,188.87","50,254.08","46,898.60","3.83B","-0.28%"
"Nov 14","49,911.37","49,682.58","50,972.21","49,216.66","4.11B","0.38%"
"Oct 14","49,722.88","49,258.63","49,722.88","46,068.08","4.34B","0.78%"
"Sep 14","49,336.31","51,093.22","52,081.22","49,131.88","3.87B","-3.18%"
"Aug 14","50,959.02","51,248.85","51,862.77","50,233.11","4.13B","-0.85%"
"Jul 14","51,396.07","51,051.99","52,323.61","50,699.06","4.12B","0.88%"
"Jun 14","50,945.26","49,739.63","51,397.11","49,630.62","3.65B","2.64%"
"May 14","49,632.70","48,893.67","50,065.89","48,736.28","3.35B","1.56%"
"Apr 14","48,870.10","47,925.73","49,069.63","47,746.11","3.58B","2.30%"
"Mar 14","47,770.92","46,896.71","48,137.67","46,070.98","3.87B","0.93%"
"Feb 14","47,328.92","45,005.00","47,616.85","44,145.42","3.67B","4.87%"
"Jan 14","45,132.10","46,410.01","47,348.48","44,945.90","3.73B","-2.43%"
"Dec 13","46,256.23","44,826.90","46,290.20","42,921.45","2.91B","2.85%"
"Nov 13","44,975.67","45,485.46","46,286.18","43,963.49","3.69B","-1.19%"
"Oct 13","45,517.56","43,876.51","45,676.01","42,741.16","3.21B","3.37%"
"Sep 13","44,031.83","42,407.70","44,601.69","42,328.51","3.72B","4.27%"
"Aug 13","42,228.34","41,352.89","43,349.15","41,282.34","3.80B","2.27%"
"Jul 13","41,292.84","39,385.95","41,293.58","39,169.83","3.84B","4.33%"
"Jun 13","39,578.10","41,586.50","41,619.57","37,840.23","5.73B","-5.80%"
"May 13","42,016.45","38,826.85","42,207.85","38,740.86","4.52B","8.47%"
"Apr 13","38,735.00","39,937.00","40,117.45","37,717.78","4.07B","-2.82%"
"Mar 13","39,860.84","39,777.08","41,047.72","39,735.12","4.19B","0.38%"
"Feb 13","39,709.56","40,570.37","40,983.01","39,007.27","3.98B","-1.91%"
"Jan 13","40,482.92","39,559.30","40,784.76","39,559.30","3.30B","3.14%"
"Dec 12","39,250.24","38,056.58","39,489.62","37,912.74","2.60B","3.01%"
"Nov 12","38,104.61","37,056.51","38,104.61","36,756.10","3.89B","2.55%"
"Oct 12","37,156.28","35,741.18","37,339.83","35,741.18","3.86B","3.91%"
"Sep 12","35,757.98","35,310.74","36,647.98","34,985.87","3.99B","1.04%"
"Aug 12","35,389.45","34,678.02","35,943.60","34,678.02","3.26B","2.29%"
"Jul 12","34,596.90","33,708.34","35,035.76","33,382.57","3.27B","2.64%"
"Jun 12","33,708.31","33,142.61","34,808.92","32,827.29","3.81B","1.71%"
"May 12","33,142.61","34,399.04","34,647.73","32,730.92","4.00B","-3.65%"
"Apr 12","34,399.04","33,554.21","34,456.35","33,203.64","3.33B","2.52%"
"Mar 12","33,554.21","34,296.00","34,601.27","33,323.26","4.20B","-2.16%"
"Feb 12","34,296.00","33,792.48","34,460.57","33,661.23","3.72B","1.49%"
"Jan 12","33,792.48","31,985.67","34,079.54","31,985.67","3.76B","5.65%"
"Dec 11","31,985.67","32,812.64","33,034.15","31,517.68","3.37B","-2.52%"
"Nov 11","32,812.64","32,348.54","32,840.57","30,803.57","3.68B","1.43%"
"Oct 11","32,348.54","29,674.20","32,894.11","28,906.70","4.12B","9.01%"
"Sep 11","29,674.20","31,005.50","31,614.57","29,320.80","4.86B","-4.29%"
"Aug 11","31,005.50","31,208.04","31,495.53","28,305.41","5.14B","-0.65%"
"Jul 11","31,208.04","31,864.54","32,416.84","30,974.00","3.79B","-2.06%"
"Jun 11","31,864.54","32,565.73","32,565.73","30,295.08","4.45B","-2.15%"
"May 11","32,565.73","32,836.23","32,836.23","31,193.44","4.19B","-0.82%"
"Apr 11","32,836.23","32,204.06","32,914.20","31,387.83","3.30B","1.96%"
"Mar 11","32,204.06","32,272.09","32,490.40","29,944.24","4.82B","-0.21%"
"Feb 11","32,272.09","31,398.75","33,334.55","31,361.39","4.34B","2.78%"
"Jan 11","31,398.75","32,118.89","32,755.03","31,135.46","3.71B","-2.24%"
"Dec 10","32,118.89","30,266.40","32,227.23","30,266.40","3.63B","6.12%"
"Nov 10","30,266.40","30,430.90","31,859.05","30,248.56","4.26B","-0.54%"
"Oct 10","30,430.90","29,456.04","30,498.89","29,152.03","3.76B","3.31%"
"Sep 10","29,456.04","27,253.87","29,456.04","27,253.87","4.04B","8.08%"
"Aug 10","27,253.87","28,355.21","28,908.59","26,431.71","3.94B","-3.88%"
"Jul 10","28,355.21","26,258.82","28,761.03","25,969.63","3.95B","7.98%"
"Jun 10","26,258.82","27,145.36","28,214.75","25,977.88","4.00B","-3.27%"
"May 10","27,145.36","28,635.76","28,741.01","25,833.89","4.91B","-5.20%"
"Apr 10","28,635.76","28,747.56","29,565.10","28,299.91","3.51B","-0.39%"
"Mar 10","28,747.56","26,764.61","29,025.05","26,764.61","4.84B","7.41%"
"Feb 10","26,764.61","26,675.95","27,474.02","25,733.31","4.11B","0.33%"
"Jan 10","26,675.95","27,666.45","28,591.35","26,409.55","3.78B","-3.58%"
"Dec 09","27,666.45","26,894.74","27,935.38","26,614.18","3.39B","2.87%"
"Nov 09","26,894.74","26,360.55","27,646.79","25,545.33","4.38B","2.03%"
"Oct 09","26,360.55","24,910.85","26,937.86","24,338.64","4.84B","5.82%"
"Sep 09","24,910.85","24,929.42","26,067.97","24,380.49","4.34B","-0.07%"
"Aug 09","24,929.42","24,258.51","25,368.08","23,977.62","4.58B","2.77%"
"Jul 09","24,258.51","22,049.42","24,864.49","21,648.53","4.57B","10.02%"
"Jun 09","22,049.42","22,770.62","23,868.80","21,457.97","4.15B","-3.17%"
"May 09","22,770.62","20,647.03","22,884.01","20,647.03","4.14B","10.29%"
"Apr 09","20,647.03","20,363.91","21,580.49","19,709.72","3.60B","1.39%"
"Mar 09","20,363.91","18,465.33","21,668.59","17,953.96","5.75B","10.28%"
"Feb 09","18,465.33","20,570.05","21,685.10","18,258.76","3.68B","-10.23%"
"Jan 09","20,570.05","21,509.20","23,046.15","19,395.57","3.66B","-4.37%"
"Dec 08","21,509.20","21,209.49","22,410.06","19,113.28","3.36B","1.41%"
"Nov 08","21,209.49","20,991.72","22,278.30","17,770.97","4.57B","1.04%"
"Oct 08","20,991.72","23,835.97","24,114.67","17,812.31","6.65B","-11.93%"
"Sep 08","23,835.97","27,702.06","27,702.06","22,388.15","5.01B","-13.96%"
"Aug 08","27,702.06","27,719.67","28,170.07","25,446.34","4.22B","-0.06%"
"Jul 08","27,719.67","30,413.43","30,507.10","26,828.08","4.87B","-8.86%"
"Jun 08","30,413.43","31,841.27","32,172.43","29,613.68","4.04B","-4.48%"
"May 08","31,841.27","30,743.49","33,309.82","30,743.49","4.05B","3.57%"
"Apr 08","30,743.49","29,587.51","32,130.75","29,322.49","3.66B","3.91%"
"Mar 08","29,587.51","30,673.74","31,187.42","28,239.10","3.88B","-3.54%"
"Feb 08","30,673.74","27,317.14","30,691.03","26,939.97","4.03B","12.29%"
"Jan 08","27,317.14","28,957.97","29,627.44","24,005.35","4.07B","-5.67%"
"Dec 07","28,957.97","30,307.80","30,710.09","27,765.56","2.54B","-4.45%"
"Nov 07","30,307.80","31,334.99","31,518.79","28,707.92","3.87B","-3.28%"
"Oct 07","31,334.99","29,959.19","31,728.18","29,959.19","3.87B","4.59%"
"Sep 07","29,959.19","28,660.35","30,204.38","28,191.14","3.46B","4.53%"
"Aug 07","28,660.35","28,561.81","28,695.04","25,427.84","4.01B","0.35%"
"Jul 07","28,561.81","28,337.22","30,041.90","27,714.45","3.93B","0.79%"
"Jun 07","28,337.22","28,627.79","29,714.33","27,881.62","3.87B","-1.01%"
"May 07","28,627.79","28,170.60","29,126.96","27,779.41","3.81B","1.62%"
"Apr 07","28,170.60","27,267.24","28,636.10","27,124.57","2.82B","3.31%"
"Mar 07","27,267.24","25,795.99","27,276.28","24,754.52","3.77B","5.70%"
"Feb 07","25,795.99","25,447.73","26,981.25","25,447.73","3.43B","1.37%"
"Jan 07","25,447.73","24,915.20","25,654.05","24,011.62","2.93B","2.14%"
"Dec 06","24,915.20","23,949.95","25,075.99","23,447.76","2.29B","4.03%"
"Nov 06","23,949.95","23,338.16","24,188.42","23,114.37","3.16B","2.62%"
"Oct 06","23,338.16","22,374.58","23,648.40","22,198.73","2.93B","4.31%"
"Sep 06","22,374.58","21,953.80","22,718.27","20,847.63","3.30B","1.92%"
"Aug 06","21,953.80","20,885.57","22,183.62","20,379.93","3.13B","5.11%"
"Jul 06","20,885.57","21,237.87","21,646.16","20,092.50","2.67B","-1.66%"
"Jun 06","21,237.87","20,565.46","21,349.76","18,205.64","4.27B","3.27%"
"May 06","20,565.46","21,135.51","22,325.57","19,628.26","3.43B","-2.70%"
"Apr 06","21,135.51","20,351.74","21,353.95","20,351.74","2.50B","3.85%"
"Mar 06","20,351.74","19,085.35","20,752.31","18,294.22","3.72B","6.64%"
"Feb 06","19,085.35","19,745.16","20,314.84","18,654.31","2.80B","-3.34%"
"Jan 06","19,745.16","18,096.54","19,873.61","17,968.86","2.58B","9.11%"
"Dec 05","18,096.54","16,774.54","18,312.14","16,730.30","2.23B","7.88%"
"Nov 05","16,774.54","16,433.10","17,549.81","16,352.88","2.64B","2.08%"
"Oct 05","16,433.10","16,875.70","16,875.70","15,409.89","2.53B","-2.62%"
"Sep 05","16,875.70","15,414.00","16,875.70","15,394.80","3.38B","9.48%"
"Aug 05","15,414.00","15,143.60","15,871.70","15,143.60","2.72B","1.79%"
"Jul 05","15,143.60","14,154.70","15,308.40","14,018.60","2.64B","6.99%"
"Jun 05","14,154.70","13,787.00","14,377.80","13,787.00","2.56B","2.67%"
"May 05","13,787.00","12,556.00","13,934.00","12,556.00","2.60B","9.80%"
"Apr 05","12,555.96","13,298.58","13,437.09","12,454.28","2.21B","-5.58%"
"Mar 05","13,298.60","13,476.59","13,761.02","13,127.40","2.96B","-1.32%"
"Feb 05","13,476.59","12,798.55","13,501.04","12,797.23","2.19B","5.30%"
"Jan 05","12,798.55","12,656.86","12,865.47","12,436.92","2.37B","1.12%"
"Dec 04","12,656.86","12,490.79","12,681.63","12,096.43","2.76B","1.33%"
"Nov 04","12,490.79","11,655.31","12,595.05","11,655.31","2.98B","7.17%"
"Oct 04","11,655.31","11,761.00","12,187.18","11,500.99","2.28B","-0.90%"
"Sep 04","11,761.00","11,160.44","11,806.72","11,096.19","2.15B","5.38%"
"Aug 04","11,160.44","10,305.89","11,205.38","10,112.78","1.68B","8.29%"
"Jul 04","10,305.89","10,108.61","10,305.96","9,855.95","1.87B","1.95%"
"Jun 04","10,108.61","10,413.81","10,499.02","9,978.78","2.66B","-2.93%"
"May 04","10,413.81","10,385.80","10,605.99","9,611.33","2.13B","0.27%"
"Apr 04","10,385.80","10,692.56","11,003.56","10,381.40","2.16B","-2.87%"
"Mar 04","10,692.56","10,895.86","11,295.17","10,490.38","2.58B","-1.87%"
"Feb 04","10,895.86","10,849.25","11,052.80","10,620.46","1.95B","0.43%"
"Jan 04","10,849.25","10,387.22","11,135.48","10,321.79","3.17B","4.45%"
"Dec 03","10,387.22","9,729.60","10,437.70","9,571.32","2.13B","6.76%"
"Nov 03","9,729.60","9,765.30","10,003.34","9,498.39","2.68B","-0.37%"
"Oct 03","9,765.30","8,925.69","9,905.88","8,858.11","2.70B","9.41%"
"Sep 03","8,925.69","9,226.20","9,661.75","8,925.69","2.88B","-3.26%"
"Aug 03","9,226.20","8,809.63","9,385.21","8,705.97","2.98B","4.73%"
"Jul 03","8,809.63","8,352.20","8,882.44","8,270.69","3.57B","5.48%"
"Jun 03","8,352.20","8,564.33","8,995.08","8,240.82","2.87B","-2.48%"
"May 03","8,564.33","7,510.40","8,665.96","7,510.40","2.58B","14.03%"
"Apr 03","7,510.40","7,679.88","8,080.77","7,322.43","1.98B","-2.21%"
"Mar 03","7,679.88","8,402.09","8,451.51","7,622.95","2.66B","-8.60%"
"Feb 03","8,402.09","8,798.35","8,970.21","8,254.34","2.04B","-4.50%"
"Jan 03","8,798.35","9,277.22","9,696.31","8,791.80","2.44B","-5.16%"
"Dec 02","9,277.22","9,563.74","9,649.80","8,959.33","1.47B","-3.00%"
"Nov 02","9,563.74","9,376.23","9,870.58","9,144.21","2.27B","2.00%"
"Oct 02","9,376.23","9,465.33","9,802.54","9,082.12","2.06B","-0.94%"
"Sep 02","9,465.33","9,677.26","9,991.26","9,327.00","2.17B","-2.19%"
"Aug 02","9,677.26","9,239.02","9,855.12","8,700.05","2.09B","4.74%"
"Jul 02","9,239.02","10,657.73","10,694.11","9,198.03","2.59B","-13.31%"
"Jun 02","10,657.73","10,815.08","10,937.92","10,426.48","754.88M","-4.85%"
"May 02","11,200.85","11,200.85","11,200.85","11,200.85","-","1.75%"
"Apr 02","11,007.67","11,007.67","11,007.67","11,007.67","-","-0.07%"
"Mar 02","11,015.04","11,015.04","11,015.04","11,015.04","-","1.29%"
"Feb 02","10,875.09","10,875.09","10,875.09","10,875.09","-","5.24%"
"Jan 02","10,333.52","10,333.52","10,333.52","10,333.52","-","-3.14%"
"Dec 01","10,668.59","10,668.59","10,668.59","10,668.59","-","11.19%"
"Nov 01","9,595.01","9,595.01","9,595.01","9,595.01","-","10.98%"
"Oct 01","8,645.42","8,645.42","8,645.42","8,645.42","-","5.94%"
"Sep 01","8,160.42","8,160.42","8,160.42","8,160.42","-","-10.00%"
"Aug 01","9,067.18","9,067.18","9,067.18","9,067.18","-","5.10%"
"Jul 01","8,627.49","8,627.49","8,627.49","8,627.49","-","-6.97%"
"Jun 01","9,274.33","9,274.33","9,274.33","9,274.33","-","-1.95%"
"May 01","9,459.07","9,459.07","9,459.07","9,459.07","-","4.14%"
"Apr 01","9,083.12","9,083.12","9,083.12","9,083.12","-","9.87%"
"Mar 01","8,267.48","8,267.48","8,267.48","8,267.48","-","-9.12%"
"Feb 01","9,097.56","9,097.56","9,097.56","9,097.56","-","-0.29%"
"Jan 01","9,123.95","9,123.95","9,123.95","9,123.95","-","9.53%"
"Dec 00","8,330.22","8,330.22","8,330.22","8,330.22","-","5.87%"
"Nov 00","7,868.12","7,868.12","7,868.12","7,868.12","-","-4.08%"
"Oct 00","8,202.74","8,202.74","8,202.74","8,202.74","-","-1.50%"
"Sep 00","8,327.73","8,327.73","8,327.73","8,327.73","-","-2.57%"
"Aug 00","8,547.32","8,547.32","8,547.32","8,547.32","-","9.71%"
"Jul 00","7,790.94","7,790.94","7,790.94","7,790.94","-","0.68%"
"Jun 00","7,738.15","7,738.15","7,738.15","7,738.15","-","5.46%"
"May 00","7,337.30","7,337.30","7,337.30","7,337.30","-","-1.10%"
"Apr 00","7,418.97","7,418.97","7,418.97","7,418.97","-","-6.68%"
"Mar 00","7,949.78","7,949.78","7,949.78","7,949.78","-","0.42%"
"Feb 00","7,916.92","7,916.92","7,916.92","7,916.92","-","-6.26%"
"Jan 00","8,445.24","8,445.24","8,445.24","8,445.24","-","-1.29%"
"Dec 99","8,555.79","8,555.79","8,555.79","8,555.79","-","13.00%"
"Nov 99","7,571.34","7,571.34","7,571.34","7,571.34","-","6.96%"
"Oct 99","7,078.37","7,078.37","7,078.37","7,078.37","-","4.71%"
"Sep 99","6,759.68","6,759.68","6,759.68","6,759.68","-","-0.73%"
"Aug 99","6,809.48","6,809.48","6,809.48","6,809.48","-","-2.35%"
"Jul 99","6,973.30","6,973.30","6,973.30","6,973.30","-","1.43%"
"Jun 99","6,875.21","6,875.21","6,875.21","6,875.21","-","9.39%"
"May 99","6,285.13","6,285.13","6,285.13","6,285.13","-","-8.00%"
"Apr 99","6,831.39","6,831.39","6,831.39","6,831.39","-","11.84%"
"Mar 99","6,108.36","6,108.36","6,108.36","6,108.36","-","7.73%"
"Feb 99","5,670.16","5,670.16","5,670.16","5,670.16","-","2.27%"
"Jan 99","5,544.18","5,544.18","5,544.18","5,544.18","-","8.12%"
"Dec 98","5,127.90","5,127.90","5,127.90","5,127.90","-","-3.39%"
"Nov 98","5,307.66","5,307.66","5,307.66","5,307.66","-","-2.91%"
"Oct 98","5,466.50","5,466.50","5,466.50","5,466.50","-","14.10%"
"Sep 98","4,790.78","4,790.78","4,790.78","4,790.78","-","4.58%"
"Aug 98","4,581.15","4,581.15","4,581.15","4,581.15","-","-29.63%"
"Jul 98","6,509.71","6,509.71","6,509.71","6,509.71","-","5.22%"
"Jun 98","6,186.54","6,186.54","6,186.54","6,186.54","-","-11.18%"
"May 98","6,965.33","6,965.33","6,965.33","6,965.33","-","-8.14%"
"Apr 98","7,582.79","7,582.79","7,582.79","7,582.79","-","9.34%"
"Mar 98","6,934.96","6,934.96","6,934.96","6,934.96","-","7.44%"
"Feb 98","6,454.93","6,454.93","6,454.93","6,454.93","-","7.70%"
"Jan 98","5,993.33","5,993.33","5,993.33","5,993.33","-","6.83%"
"Dec 97","5,609.91","5,609.91","5,609.91","5,609.91","-","-1.97%"
"Nov 97","5,722.45","5,722.45","5,722.45","5,722.45","-","-4.15%"
"Oct 97","5,969.93","5,969.93","5,969.93","5,969.93","-","-8.23%"
"Sep 97","6,505.23","6,505.23","6,505.23","6,505.23","-","-2.49%"
"Aug 97","6,671.54","6,671.54","6,671.54","6,671.54","-","-3.11%"
"Jul 97","6,885.66","6,885.66","6,885.66","6,885.66","-","1.09%"
"Jun 97","6,811.47","6,811.47","6,811.47","6,811.47","-","6.10%"
"May 97","6,419.58","6,419.58","6,419.58","6,419.58","-","-2.26%"
"Apr 97","6,567.97","6,567.97","6,567.97","6,567.97","-","1.13%"
"Mar 97","6,494.27","6,494.27","6,494.27","6,494.27","-","-1.02%"
"Feb 97","6,561.00","6,561.00","6,561.00","6,561.00","-","6.82%"
"Jan 97","6,142.22","6,142.22","6,142.22","6,142.22","-","0.46%"
"Dec 96","6,113.84","6,113.84","6,113.84","6,113.84","-","-1.36%"
"Nov 96","6,197.99","6,197.99","6,197.99","6,197.99","-","-3.54%"
"Oct 96","6,425.56","6,425.56","6,425.56","6,425.56","-","1.00%"
"Sep 96","6,361.82","6,361.82","6,361.82","6,361.82","-","2.55%"
"Aug 96","6,203.47","6,203.47","6,203.47","6,203.47","-","1.81%"
"Jul 96","6,093.42","6,093.42","6,093.42","6,093.42","-","-3.80%"
"Jun 96","6,334.43","6,334.43","6,334.43","6,334.43","-","-0.02%"
"May 96","6,335.43","6,335.43","6,335.43","6,335.43","-","-1.98%"
"Apr 96","6,463.40","6,463.40","6,463.40","6,463.40","-","4.40%"
"Mar 96","6,191.02","6,191.02","6,191.02","6,191.02","-","0.97%"
"Feb 96","6,131.27","6,131.27","6,131.27","6,131.27","-","-2.83%"
"Jan 96","6,309.53","6,309.53","6,309.53","6,309.53","-","10.52%"
"Dec 95","5,709.00","5,709.00","5,709.00","5,709.00","-","4.12%"
"Nov 95","5,482.94","5,482.94","5,482.94","5,482.94","-","2.66%"
"Oct 95","5,341.02","5,341.02","5,341.02","5,341.02","-","2.06%"
"Sep 95","5,232.96","5,232.96","5,232.96","5,232.96","-","2.41%"
"Aug 95","5,109.97","5,109.97","5,109.97","5,109.97","-","1.82%"
"Jul 95","5,018.85","5,018.85","5,018.85","5,018.85","-","0.79%"
