Release Date,Time,Actual,Forecast,Previous,
"Apr 02, 2013",02:30,52.10,50.30,50.90,
"Mar 01, 2013",03:30,50.90,50.00,49.20,
"Feb 01, 2013",03:30,49.20,46.10,44.60,
"Jan 02, 2013",03:30,44.60,44.20,43.20,
"Dec 03, 2012",03:30,43.20,44.00,43.10,
"Nov 01, 2012",03:30,43.10,45.00,44.70,
"Oct 01, 2012",02:30,44.70,46.50,45.10,
"Sep 03, 2012",02:30,45.10,50.00,50.60,
"Aug 01, 2012",02:30,50.60,47.70,48.40,
"Jul 02, 2012",02:30,48.40,48.50,49.00,
"Jun 01, 2012",02:30,49.00,49.80,50.20,
"May 02, 2012",02:30,50.20,49.50,50.20,
"Apr 01, 2012 (Mar)",05:00,49.90, ,50.20,
"Mar 01, 2012 (Feb)",05:00,50.20, ,51.30,
"Feb 01, 2012 (Jan)",05:00,51.30, ,49.20,
"Jan 01, 2012 (Dec)",05:00,49.20, ,47.90,
"Dec 01, 2011 (Nov)",05:00,47.90, ,50.20,
"Nov 01, 2011 (Oct)",05:00,50.20, ,48.00,
"Oct 01, 2011 (Sep)",05:00,48.00, ,48.90,
"Sep 01, 2011 (Aug)",05:00,48.90, ,49.70,
"Aug 01, 2011 (Jul)",05:00,49.70, ,52.50,
"Jul 01, 2011 (Jun)",05:00,52.50, ,55.80,
"Jun 01, 2011 (May)",05:00,55.80, ,59.40,
"May 01, 2011 (Apr)",05:00,59.40, ,58.00,
"Apr 01, 2011 (Mar)",05:00,58.00, ,60.60,
"Mar 01, 2011 (Feb)",05:00,60.60, ,61.10,
"Feb 01, 2011 (Jan)",05:00,61.10, ,60.40,
"Jan 01, 2011 (Dec)",05:00,60.40, ,61.50,
"Dec 01, 2010 (Nov)",05:00,61.50, ,62.20,
"Nov 01, 2010 (Oct)",05:00,62.20, ,63.40,
"Oct 01, 2010 (Sep)",05:00,63.40, ,61.10,
"Sep 01, 2010 (Aug)",05:00,61.10, ,64.20,
"Aug 01, 2010 (Jul)",05:00,64.20, ,62.20,
"Jul 01, 2010 (Jun)",05:00,62.20, ,65.90,
"Jun 01, 2010 (May)",05:00,65.90, ,63.80,
"May 01, 2010 (Apr)",05:00,63.80, ,60.80,
"Apr 01, 2010 (Mar)",05:00,60.80, ,61.30,
"Mar 01, 2010 (Feb)",05:00,61.30, ,61.40,
"Feb 01, 2010 (Jan)",05:00,61.40, ,58.20,
"Jan 01, 2010 (Dec)",05:00,58.20, ,56.00,
"Dec 01, 2009 (Nov)",05:00,56.00, ,56.70,
"Nov 01, 2009 (Oct)",05:00,56.70, ,55.90,
"Oct 01, 2009 (Sep)",05:00,55.90, ,52.40,
"Sep 01, 2009 (Aug)",05:00,52.40, ,54.30,
"Aug 01, 2009 (Jul)",05:00,54.30, ,50.50,
"Jul 01, 2009 (Jun)",05:00,50.50, ,43.70,
"Jun 01, 2009 (May)",05:00,43.70, ,38.80,
"May 01, 2009 (Apr)",05:00,38.80, ,36.70,
"Apr 01, 2009 (Mar)",05:00,36.70, ,33.90,
"Mar 01, 2009 (Feb)",05:00,33.90, ,33.80,
"Feb 01, 2009 (Jan)",05:00,33.80, ,32.70,
"Jan 01, 2009 (Dec)",05:00,32.70, ,33.10,
"Dec 01, 2008 (Nov)",05:00,33.10, ,39.00,
"Nov 01, 2008 (Oct)",05:00,39.00, ,42.30,
"Oct 01, 2008 (Sep)",05:00,42.30, ,46.40,
"Sep 01, 2008 (Aug)",05:00,46.40, ,48.60,
"Aug 01, 2008 (Jul)",05:00,48.60, ,50.60,
"Jul 01, 2008 (Jun)",05:00,50.60, ,51.20,
"Jun 01, 2008 (May)",05:00,51.20, ,50.10,
"May 01, 2008 (Apr)",05:00,50.10, ,54.70,
"Apr 01, 2008 (Mar)",05:00,54.70, ,55.70,
"Mar 01, 2008 (Feb)",05:00,55.70, ,54.60,
"Feb 01, 2008 (Jan)",05:00,54.60, ,55.50,
"Jan 01, 2008 (Dec)",05:00,55.50, ,55.10,
"Dec 01, 2007 (Nov)",05:00,55.10, ,59.40,
"Nov 01, 2007 (Oct)",05:00,59.40, ,58.20,
"Oct 01, 2007 (Sep)",05:00,58.20, ,56.80,
"Sep 01, 2007 (Aug)",05:00,56.80, ,60.50,
"Aug 01, 2007 (Jul)",05:00,60.50, ,60.30,
"Jul 01, 2007 (Jun)",05:00,60.30, ,58.90,
"Jun 01, 2007 (May)",05:00,58.90, ,58.50,
"May 01, 2007 (Apr)",05:00,58.50, ,60.60,
"Apr 01, 2007 (Mar)",05:00,60.60, ,63.10,
"Mar 01, 2007 (Feb)",05:00,63.10, ,61.40,
"Feb 01, 2007 (Jan)",05:00,61.40, ,63.60,
"Jan 01, 2007 (Dec)",05:00,63.60, ,61.50,
"Dec 01, 2006 (Nov)",05:00,61.50, ,60.70,
"Nov 01, 2006 (Oct)",05:00,60.70, ,61.80,
"Oct 01, 2006 (Sep)",05:00,61.80, ,60.40,
"Sep 01, 2006 (Aug)",05:00,60.40, ,64.10,
"Aug 01, 2006 (Jul)",05:00,64.10, ,63.20,
"Jul 01, 2006 (Jun)",05:00,63.20, ,61.30,
"Jun 01, 2006 (May)",05:00,61.30, ,59.90,
"May 01, 2006 (Apr)",05:00,59.90, ,62.50,
"Apr 01, 2006 (Mar)",05:00,62.50, ,58.50,
"Mar 01, 2006 (Feb)",05:00,58.50, ,57.80,
"Feb 01, 2006 (Jan)",05:00,57.80, ,57.90,
"Jan 01, 2006 (Dec)",05:00,57.90, ,56.10,
"Dec 01, 2005 (Nov)",05:00,56.10, ,57.70,
"Nov 01, 2005 (Oct)",05:00,57.70, ,55.80,
"Oct 01, 2005 (Sep)",05:00,55.80, ,54.10,
"Sep 01, 2005 (Aug)",05:00,54.10, ,54.80,
"Aug 01, 2005 (Jul)",05:00,54.80, ,51.80,
"Jul 01, 2005 (Jun)",05:00,51.80, ,52.30,
"Jun 01, 2005 (May)",05:00,52.30, ,52.20,
"May 01, 2005 (Apr)",05:00,52.20, ,56.60,
"Apr 01, 2005 (Mar)",05:00,56.60, ,55.60,
"Mar 01, 2005 (Feb)",05:00,55.60, ,56.70,
"Feb 01, 2005 (Jan)",05:00,56.70, ,56.90,
"Jan 01, 2005 (Dec)",05:00,56.90, ,54.50,
"Dec 01, 2004 (Nov)",05:00,54.50, ,57.90,
"Nov 01, 2004 (Oct)",05:00,57.90, ,56.50,
"Oct 01, 2004 (Sep)",05:00,56.50, ,56.30,
"Sep 01, 2004 (Aug)",05:00,56.30, ,57.80,
"Aug 01, 2004 (Jul)",05:00,57.80, ,58.90,
"Jul 01, 2004 (Jun)",05:00,58.90, ,58.80,
"Jun 01, 2004 (May)",05:00,58.80, ,60.70,
"May 01, 2004 (Apr)",05:00,60.70, ,63.50,
"Apr 01, 2004 (Mar)",05:00,63.50, ,57.10,
"Mar 01, 2004 (Feb)",05:00,57.10, ,59.30,
"Feb 01, 2004 (Jan)",05:00,59.30, ,57.60,
"Jan 01, 2004 (Dec)",05:00,57.60, ,55.70,
"Dec 01, 2003 (Nov)",05:00,55.70, ,52.90,
"Nov 01, 2003 (Oct)",05:00,52.90, ,49.20,
"Oct 01, 2003 (Sep)",05:00,49.20, ,51.40,
"Sep 01, 2003 (Aug)",05:00,51.40, ,51.80,
"Aug 01, 2003 (Jul)",05:00,51.80, ,49.20,
"Jul 01, 2003 (Jun)",05:00,49.20, ,47.80,
"Jun 01, 2003 (May)",05:00,47.80, ,52.00,
"May 01, 2003 (Apr)",05:00,52.00, ,51.80,
"Apr 01, 2003 (Mar)",05:00,51.80, ,56.40,
"Mar 01, 2003 (Feb)",05:00,56.40, ,58.80,
"Feb 01, 2003 (Jan)",05:00,58.80, ,55.20,
"Jan 01, 2003 (Dec)",05:00,55.20, ,53.60,
"Dec 01, 2002 (Nov)",05:00,53.60, ,52.60,
"Nov 01, 2002 (Oct)",05:00,52.60, ,52.50,
"Oct 01, 2002 (Sep)",05:00,52.50, ,53.50,
"Sep 01, 2002 (Aug)",05:00,53.50, ,54.20,
"Aug 01, 2002 (Jul)",05:00,54.20, ,55.50,
"Jul 01, 2002 (Jun)",05:00,55.50, ,56.80,
"Jun 01, 2002 (May)",05:00,56.80, ,54.60,
"May 01, 2002 (Apr)",05:00,54.60, ,56.30,
"Apr 01, 2002 (Mar)",05:00,56.30, ,54.00,
"Mar 01, 2002 (Feb)",05:00,54.00, ,52.40,
"Feb 01, 2002 (Jan)",05:00,52.40, ,48.70,
"Jan 01, 2002 (Dec)",05:00,48.70, ,47.20,
"Dec 01, 2001 (Nov)",05:00,47.20, ,45.00,
"Nov 01, 2001 (Oct)",05:00,45.00, ,45.80,
"Oct 01, 2001 (Sep)",05:00,45.80, ,47.60,
"Sep 01, 2001 (Aug)",05:00,47.60, ,53.60,
"Aug 01, 2001 (Jul)",05:00,53.60, ,48.00,
"Jul 01, 2001 (Jun)",05:00,48.00, ,51.60,
"Jun 01, 2001 (May)",05:00,51.60, ,49.00,
"May 01, 2001 (Apr)",05:00,49.00, ,48.10,
"Apr 01, 2001 (Mar)",05:00,48.10, ,50.80,
"Mar 01, 2001 (Feb)",05:00,50.80, ,52.80,
"Feb 01, 2001 (Jan)",05:00,52.80, ,54.10,
"Jan 01, 2001 (Dec)",05:00,54.10, ,54.50,
"Dec 01, 2000 (Nov)",05:00,54.50, ,58.60,
"Nov 01, 2000 (Oct)",05:00,58.60, ,59.00,
"Oct 01, 2000 (Sep)",05:00,59.00, ,60.50,
"Sep 01, 2000 (Aug)",05:00,60.50, ,59.70,
"Aug 01, 2000 (Jul)",05:00,59.70, ,60.90,
"Jul 01, 2000 (Jun)",05:00,60.90, ,62.40,
"Jun 01, 2000 (May)",05:00,62.40, ,62.90,
"May 01, 2000 (Apr)",05:00,62.90, ,65.60,
"Apr 01, 2000 (Mar)",05:00,65.60, ,61.70,
"Mar 01, 2000 (Feb)",05:00,61.70, ,61.60,
"Feb 01, 2000 (Jan)",05:00,61.60, ,62.60,
"Jan 01, 2000 (Dec)",05:00,62.60, ,59.00,
"Dec 01, 1999 (Nov)",05:00,59.00, ,59.80,
"Nov 01, 1999 (Oct)",05:00,59.80, ,57.70,
"Oct 01, 1999 (Sep)",05:00,57.70, ,57.00,
"Sep 01, 1999 (Aug)",05:00,57.00, ,54.10,
"Aug 01, 1999 (Jul)",05:00,54.10, ,56.20,
"Jul 01, 1999 (Jun)",05:00,56.20, ,51.70,
"Jun 01, 1999 (May)",05:00,51.70, ,53.10,
"May 01, 1999 (Apr)",05:00,53.10, ,51.30,
"Apr 01, 1999 (Mar)",05:00,51.30, ,48.60,
"Mar 01, 1999 (Feb)",05:00,48.60, ,48.00,
"Feb 01, 1999 (Jan)",05:00,48.00, ,44.10,
"Jan 01, 1999 (Dec)",05:00,44.10, ,46.20,
"Dec 01, 1998 (Nov)",05:00,46.20, ,48.90,
"Nov 01, 1998 (Oct)",05:00,48.90, ,48.50,
"Oct 01, 1998 (Sep)",05:00,48.50, ,52.70,
"Sep 01, 1998 (Aug)",05:00,52.70, ,47.50,
"Aug 01, 1998 (Jul)",05:00,47.50, ,52.60,
"Jul 01, 1998 (Jun)",05:00,52.60, ,53.90,
"Jun 01, 1998 (May)",05:00,53.90, ,57.60,
"May 01, 1998 (Apr)",05:00,57.60, ,56.90,
"Apr 01, 1998 (Mar)",05:00,56.90, ,55.30,
"Mar 01, 1998 (Feb)",05:00,55.30, ,57.50,
"Feb 01, 1998 (Jan)",05:00,57.50, ,59.80,
"Jan 01, 1998 (Dec)",05:00,59.80, ,59.80,
"Dec 01, 1997 (Nov)",05:00,59.80, ,61.40,
"Nov 01, 1997 (Oct)",05:00,61.40, ,61.60,
"Oct 01, 1997 (Sep)",05:00,61.60, ,59.60,
"Sep 01, 1997 (Aug)",05:00,59.60, ,56.30,
"Aug 01, 1997 (Jul)",05:00,56.30, ,59.40,
"Jul 01, 1997 (Jun)",05:00,59.40, ,59.00,
"Jun 01, 1997 (May)",05:00,59.00, ,55.10,
"May 01, 1997 (Apr)",05:00,55.10, ,55.30,
"Apr 01, 1997 (Mar)",05:00,55.30, ,55.00,
"Mar 01, 1997 (Feb)",05:00,55.00, ,55.60,
"Feb 01, 1997 (Jan)",05:00,55.60, ,54.40,
"Jan 01, 1997 (Dec)",05:00,54.40, ,54.70,
"Dec 01, 1996 (Nov)",05:00,54.70, ,53.20,
"Nov 01, 1996 (Oct)",05:00,53.20, ,53.40,
"Oct 01, 1996 (Sep)",05:00,53.40, ,50.40,
"Sep 01, 1996 (Aug)",05:00,50.40, ,53.30,
"Aug 01, 1996 (Jul)",05:00,53.30, ,48.10,
"Jul 01, 1996 (Jun)",05:00,48.10, ,46.20,
"Jun 01, 1996 (May)",05:00,46.20, ,45.80,
"May 01, 1996 (Apr)",05:00,45.80, ,46.20,
"Apr 01, 1996 (Mar)",05:00,46.20, ,46.90,
"Mar 01, 1996 (Feb)",05:00,46.90, ,44.70,
"Feb 01, 1996 (Jan)",05:00,44.70, ,48.80,
"Jan 01, 1996 (Dec)",05:00,48.80, ,50.10,
"Dec 01, 1995 (Nov)",05:00,50.10, ,53.50,
"Nov 01, 1995 (Oct)",05:00,53.50, ,55.30,
"Oct 01, 1995 (Sep)",05:00,55.30, ,53.50,
"Sep 01, 1995 (Aug)",05:00,53.50, ,56.90,
"Aug 01, 1995 (Jul)",05:00,56.90, ,54.80,
"Jul 01, 1995 (Jun)",05:00,54.80, ,55.40,
"Jun 01, 1995 (May)",05:00,55.40, ,59.80,
"May 01, 1995 (Apr)",05:00,59.80, ,60.90,
"Apr 01, 1995 (Mar)",05:00,60.90, ,64.30,
"Mar 01, 1995 (Feb)",05:00,64.30, ,62.50,
"Feb 01, 1995 (Jan)",05:00,62.50, ,67.20,
"Jan 01, 1995 (Dec)",05:00,67.20, ,71.40,
"Dec 01, 1994 (Nov)",05:00,71.40, , ,
