"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 16","3,103.64","3,257.03","3,279.71","3,068.41","396.59B","-4.50%"
"Nov 16","3,250.03","3,101.66","3,301.21","3,094.10","520.08B","4.82%"
"Oct 16","3,100.49","3,020.46","3,137.03","3,014.62","278.31B","3.19%"
"Sep 16","3,004.70","3,083.96","3,105.68","2,969.13","279.58B","-2.62%"
"Aug 16","3,085.49","2,971.95","3,140.44","2,931.96","395.62B","3.56%"
"Jul 16","2,979.34","2,931.80","3,069.05","2,922.52","401.17B","1.70%"
"Jun 16","2,929.61","2,917.15","2,945.94","2,807.60","317.59B","0.45%"
"May 16","2,916.62","2,940.39","3,004.42","2,780.76","285.38B","-0.74%"
"Apr 16","2,938.32","2,997.09","3,097.16","2,905.05","378.70B","-2.18%"
"Mar 16","3,003.92","2,688.38","3,028.32","2,668.76","508.46B","11.75%"
"Feb 16","2,687.98","2,730.98","2,933.96","2,638.96","301.33B","-1.81%"
"Jan 16","2,737.60","3,536.59","3,538.69","2,638.30","400.78B","-22.65%"
"Dec 15","3,539.18","3,442.44","3,684.57","3,399.28","536.82B","2.72%"
"Nov 15","3,445.40","3,337.58","3,678.27","3,302.18","706.58B","1.86%"
"Oct 15","3,382.56","3,156.07","3,457.52","3,133.13","545.26B","10.80%"
"Sep 15","3,052.78","3,157.83","3,256.74","2,983.54","536.25B","-4.78%"
"Aug 15","3,205.99","3,614.99","4,006.34","2,850.71","871.93B","-12.49%"
"Jul 15","3,663.73","4,214.15","4,317.05","3,373.54","1,319.36B","-14.34%"
"Jun 15","4,277.22","4,633.10","5,178.19","3,847.88","1,287.06B","-7.25%"
"May 15","4,611.74","4,441.34","4,986.50","4,099.04","1,066.49B","3.83%"
"Apr 15","4,441.66","3,748.34","4,572.39","3,742.21","1,267.74B","18.51%"
"Mar 15","3,747.90","3,332.72","3,835.57","3,198.37","944.25B","13.22%"
"Feb 15","3,310.30","3,148.14","3,324.55","3,049.11","361.56B","3.11%"
"Jan 15","3,210.36","3,258.63","3,406.79","3,095.07","703.74B","-0.75%"
"Dec 14","3,234.68","2,691.72","3,239.36","2,665.69","1,138.35B","20.57%"
"Nov 14","2,682.83","2,425.22","2,683.18","2,401.75","569.13B","10.85%"
"Oct 14","2,420.18","2,368.58","2,423.60","2,279.84","369.73B","2.38%"
"Sep 14","2,363.87","2,220.13","2,365.49","2,217.68","419.10B","6.62%"
"Aug 14","2,217.20","2,194.17","2,248.94","2,180.60","334.38B","0.71%"
"Jul 14","2,201.56","2,051.22","2,202.13","2,033.00","298.10B","7.48%"
"Jun 14","2,048.33","2,039.20","2,087.32","2,010.53","159.12B","0.45%"
"May 14","2,039.21","2,022.18","2,061.06","1,991.06","151.25B","0.63%"
"Apr 14","2,026.36","2,031.00","2,146.67","1,997.64","206.74B","-0.34%"
"Mar 14","2,033.31","2,052.08","2,079.55","1,974.38","231.30B","-1.12%"
"Feb 14","2,056.30","2,022.32","2,177.98","2,014.38","205.12B","1.14%"
"Jan 14","2,033.08","2,112.13","2,113.11","1,984.82","156.36B","-3.92%"
"Dec 13","2,115.98","2,203.12","2,260.87","2,068.54","207.13B","-4.71%"
"Nov 13","2,220.50","2,139.88","2,234.39","2,078.99","218.79B","3.68%"
"Oct 13","2,141.61","2,171.90","2,242.98","2,093.20","237.74B","-1.52%"
"Sep 13","2,174.66","2,104.09","2,270.27","2,078.46","299.95B","3.64%"
"Aug 13","2,098.38","2,000.82","2,198.85","1,997.06","248.95B","5.25%"
"Jul 13","1,993.80","1,965.99","2,092.87","1,946.37","216.50B","0.74%"
"Jun 13","1,979.21","2,300.21","2,313.43","1,849.65","155.24B","-13.97%"
"May 13","2,300.59","2,170.78","2,334.33","2,161.14","229.49B","5.63%"
"Apr 13","2,177.91","2,229.46","2,253.42","2,165.78","149.71B","-2.62%"
"Mar 13","2,236.62","2,364.54","2,369.65","2,228.81","232.60B","-5.45%"
"Feb 13","2,365.59","2,377.41","2,444.80","2,289.89","193.56B","-0.83%"
"Jan 13","2,385.42","2,289.51","2,391.82","2,234.95","267.19B","5.12%"
"Dec 12","2,269.13","1,977.25","2,269.51","1,949.46","224.52B","14.60%"
"Nov 12","1,980.12","2,070.02","2,123.33","1,959.33","124.52B","-4.29%"
"Oct 12","2,068.88","2,084.85","2,138.03","2,053.09","123.13B","-0.83%"
"Sep 12","2,086.17","2,044.82","2,145.00","1,999.48","143.28B","1.89%"
"Aug 12","2,047.52","2,101.72","2,176.80","2,032.54","136.40B","-2.67%"
"Jul 12","2,103.63","2,234.32","2,244.83","2,100.25","134.91B","-5.47%"
"Jun 12","2,225.43","2,373.22","2,388.09","2,188.72","127.61B","-6.19%"
"May 12","2,372.23","2,421.08","2,453.73","2,309.07","199.12B","-1.01%"
"Apr 12","2,396.32","2,258.03","2,415.75","2,251.39","163.37B","5.90%"
"Mar 12","2,262.79","2,418.79","2,476.22","2,242.34","208.95B","-6.82%"
"Feb 12","2,428.49","2,288.07","2,478.38","2,263.34","195.23B","5.93%"
"Jan 12","2,292.61","2,212.00","2,324.49","2,132.63","104.56B","4.24%"
"Dec 11","2,199.42","2,392.48","2,423.56","2,134.02","115.45B","-5.74%"
"Nov 11","2,333.41","2,450.33","2,536.78","2,319.44","164.17B","-5.46%"
"Oct 11","2,468.25","2,363.08","2,483.76","2,307.15","120.18B","4.62%"
"Sep 11","2,359.22","2,569.80","2,584.80","2,348.22","119.03B","-8.11%"
"Aug 11","2,567.34","2,697.57","2,712.89","2,437.68","180.20B","-4.97%"
"Jul 11","2,701.73","2,767.83","2,826.96","2,677.12","197.20B","-2.18%"
"Jun 11","2,762.08","2,737.06","2,774.37","2,610.99","162.70B","0.68%"
"May 11","2,743.47","2,911.51","2,933.46","2,689.21","178.51B","-5.77%"
"Apr 11","2,911.51","2,932.48","3,067.46","2,871.01","230.99B","-0.57%"
"Mar 11","2,928.11","2,906.28","3,012.04","2,850.94","294.10B","0.79%"
"Feb 11","2,905.05","2,795.07","2,944.41","2,760.18","175.65B","4.10%"
"Jan 11","2,790.69","2,825.33","2,868.01","2,661.45","172.83B","-0.62%"
"Dec 10","2,808.08","2,810.54","2,939.05","2,721.48","211.97B","-0.43%"
"Nov 10","2,820.18","2,986.89","3,186.72","2,758.92","353.40B","-5.33%"
"Oct 10","2,978.83","2,681.25","3,073.38","2,677.99","297.01B","12.17%"
"Sep 10","2,655.66","2,641.05","2,704.93","2,573.63","204.53B","0.64%"
"Aug 10","2,638.80","2,635.81","2,701.93","2,564.84","240.95B","0.05%"
"Jul 10","2,637.50","2,393.95","2,656.41","2,319.74","190.75B","9.97%"
"Jun 10","2,398.37","2,577.76","2,598.90","2,382.36","122.57B","-7.48%"
"May 10","2,592.15","2,821.35","2,862.55","2,481.97","166.99B","-9.70%"
"Apr 10","2,870.61","3,111.93","3,181.66","2,820.95","229.74B","-7.67%"
"Mar 10","3,109.11","3,057.01","3,132.58","2,963.44","214.92B","1.87%"
"Feb 10","3,051.94","2,981.37","3,067.53","2,890.02","122.55B","2.10%"
"Jan 10","2,989.29","3,289.75","3,306.75","2,963.89","235.57B","-8.78%"
"Dec 09","3,277.14","3,191.06","3,334.01","3,039.86","269.10B","2.56%"
"Nov 09","3,195.30","2,933.82","3,361.39","2,923.53","343.00B","6.66%"
"Oct 09","2,995.85","2,840.13","3,123.46","2,834.62","176.73B","7.79%"
"Sep 09","2,779.43","2,649.17","3,068.03","2,639.76","258.01B","4.19%"
"Aug 09","2,667.74","3,429.69","3,478.01","2,663.00","290.96B","-21.81%"
"Jul 09","3,412.06","2,950.17","3,454.02","2,947.69","416.59B","15.30%"
"Jun 09","2,959.36","2,668.40","2,997.27","2,668.40","297.82B","12.40%"
"May 09","2,632.93","2,486.68","2,688.11","2,486.22","247.15B","6.27%"
"Apr 09","2,477.57","2,380.98","2,579.22","2,331.88","317.75B","4.40%"
"Mar 09","2,373.21","2,066.23","2,392.77","2,037.02","287.19B","13.94%"
"Feb 09","2,082.85","2,008.13","2,402.81","1,987.13","324.39B","4.63%"
"Jan 09","1,990.66","1,849.02","2,018.51","1,844.09","135.00B","9.33%"
"Dec 08","1,820.81","1,865.74","2,100.81","1,814.75","227.54B","-2.69%"
"Nov 08","1,871.16","1,713.76","2,050.88","1,678.96","182.70B","8.24%"
"Oct 08","1,728.79","2,267.39","2,267.39","1,664.92","102.00B","-24.63%"
"Sep 08","2,293.78","2,380.47","2,380.47","1,802.33","106.06B","-4.32%"
"Aug 08","2,397.37","2,751.02","2,830.76","2,284.59","91.52B","-13.63%"
"Jul 08","2,775.72","2,743.16","2,952.04","2,566.53","144.98B","1.45%"
"Jun 08","2,736.10","3,426.20","3,483.61","2,693.40","101.83B","-20.31%"
"May 08","3,433.35","3,739.80","3,786.02","3,333.95","142.48B","-7.03%"
"Apr 08","3,693.11","3,461.09","3,705.09","2,990.79","136.81B","6.35%"
"Mar 08","3,472.71","4,323.70","4,472.15","3,357.23","129.09B","-20.14%"
"Feb 08","4,348.54","4,388.25","4,695.80","4,123.31","86.12B","-0.80%"
"Jan 08","4,383.39","5,265.00","5,522.78","4,330.70","177.17B","-16.69%"
"Dec 07","5,261.56","4,838.56","5,336.50","4,798.01","125.15B","8.00%"
"Nov 07","4,871.78","5,978.94","6,005.13","4,778.73","100.70B","-18.19%"
"Oct 07","5,954.77","5,683.31","6,124.04","5,462.01","134.07B","7.25%"
"Sep 07","5,552.30","5,257.78","5,560.42","5,025.34","191.89B","6.39%"
"Aug 07","5,218.82","4,488.77","5,235.16","4,284.87","240.79B","16.73%"
"Jul 07","4,471.03","3,800.23","4,476.63","3,563.54","169.55B","17.02%"
"Jun 07","3,820.70","4,120.63","4,312.00","3,404.15","265.02B","-7.03%"
"May 07","4,109.65","3,937.94","4,335.96","3,845.23","291.42B","6.99%"
"Apr 07","3,841.27","3,196.59","3,851.35","3,196.59","291.09B","20.64%"
"Mar 07","3,183.98","2,877.20","3,273.73","2,723.07","243.63B","10.51%"
"Feb 07","2,881.07","2,744.81","3,049.77","2,541.53","147.27B","3.40%"
"Jan 07","2,786.34","2,728.19","2,994.28","2,617.02","231.77B","4.14%"
"Dec 06","2,675.47","2,106.30","2,698.90","2,084.27","162.66B","27.45%"
"Nov 06","2,099.29","1,838.68","2,102.06","1,833.20","119.33B","14.22%"
"Oct 06","1,837.99","1,768.14","1,842.73","1,753.49","80.21B","4.88%"
"Sep 06","1,752.42","1,658.66","1,755.69","1,634.03","78.24B","5.65%"
"Aug 06","1,658.64","1,619.63","1,667.53","1,541.41","63.17B","2.85%"
"Jul 06","1,612.73","1,677.31","1,757.47","1,611.16","85.72B","-3.56%"
"Jun 06","1,672.21","1,639.67","1,695.58","1,512.52","98.59B","1.88%"
"May 06","1,641.30","1,446.99","1,678.60","1,446.99","115.63B","13.96%"
"Apr 06","1,440.22","1,298.68","1,444.71","1,298.68","82.60B","10.93%"
"Mar 06","1,298.30","1,299.15","1,313.12","1,238.16","50.28B","-0.06%"
"Feb 06","1,299.03","1,251.27","1,304.61","1,245.92","49.31B","3.26%"
"Jan 06","1,258.05","1,163.88","1,262.09","1,161.91","45.17B","8.35%"
"Dec 05","1,161.06","1,098.78","1,173.06","1,074.01","29.66B","5.62%"
"Nov 05","1,099.26","1,091.68","1,122.88","1,074.30","31.48B","0.59%"
"Oct 05","1,092.82","1,153.67","1,165.67","1,067.41","26.74B","-5.43%"
"Sep 05","1,155.61","1,163.70","1,223.57","1,129.05","54.58B","-0.62%"
"Aug 05","1,162.80","1,082.80","1,201.76","1,081.12","63.61B","7.37%"
"Jul 05","1,083.03","1,077.31","1,097.63","1,004.08","30.64B","0.19%"
"Jun 05","1,080.94","1,059.61","1,146.42","998.23","38.62B","1.90%"
"May 05","1,060.74","1,160.62","1,165.39","1,043.28","18.11B","-8.49%"
"Apr 05","1,159.15","1,180.37","1,254.32","1,135.73","31.89B","-1.87%"
"Mar 05","1,181.24","1,305.25","1,326.08","1,162.03","31.12B","-9.55%"
"Feb 05","1,306.00","1,189.50","1,328.53","1,187.26","22.34B","9.58%"
"Jan 05","1,191.82","1,260.78","1,268.86","1,189.21","19.71B","-5.90%"
"Dec 04","1,266.50","1,340.92","1,352.45","1,264.15","22.13B","-5.54%"
"Nov 04","1,340.77","1,317.66","1,387.34","1,290.99","30.01B","1.53%"
"Oct 04","1,320.54","1,395.67","1,437.57","1,289.87","26.15B","-5.45%"
"Sep 04","1,396.70","1,340.75","1,496.21","1,259.43","38.91B","4.07%"
"Aug 04","1,342.06","1,381.88","1,424.55","1,310.02","18.07B","-3.18%"
"Jul 04","1,386.20","1,398.20","1,466.78","1,366.50","23.10B","-0.93%"
"Jun 04","1,399.16","1,555.56","1,580.57","1,376.22","22.13B","-10.07%"
"May 04","1,555.91","1,600.63","1,606.07","1,508.64","14.79B","-2.49%"
"Apr 04","1,595.59","1,744.71","1,783.01","1,572.23","37.30B","-8.38%"
"Mar 04","1,741.62","1,676.22","1,760.08","1,634.71","41.46B","3.97%"
"Feb 04","1,675.07","1,630.65","1,730.28","1,585.96","54.60B","5.30%"
"Jan 04","1,590.73","1,492.72","1,634.41","1,491.69","32.02B","6.26%"
"Dec 03","1,497.04","1,398.71","1,525.30","1,398.71","39.28B","7.14%"
"Nov 03","1,397.22","1,346.48","1,423.58","1,307.39","28.13B","3.63%"
"Oct 03","1,348.30","1,366.20","1,411.88","1,334.78","15.16B","-1.38%"
"Sep 03","1,367.16","1,423.35","1,456.55","1,348.22","14.18B","-3.86%"
"Aug 03","1,421.98","1,476.47","1,497.10","1,406.68","11.64B","-3.71%"
"Jul 03","1,476.74","1,485.52","1,540.19","1,464.87","18.63B","-0.62%"
"Jun 03","1,486.02","1,577.99","1,582.41","1,483.69","19.09B","-5.72%"
"May 03","1,576.26","1,522.98","1,581.61","1,477.25","23.24B","3.60%"
"Apr 03","1,521.44","1,513.00","1,649.60","1,473.27","45.96B","0.72%"
"Mar 03","1,510.58","1,511.59","1,529.75","1,447.01","15.14B","-0.09%"
"Feb 03","1,511.93","1,499.17","1,524.75","1,474.47","11.98B","0.81%"
"Jan 03","1,499.82","1,347.43","1,508.59","1,311.68","26.37B","10.47%"
"Dec 02","1,357.65","1,432.03","1,439.85","1,348.71","12.64B","-5.34%"
"Nov 02","1,434.18","1,507.38","1,573.10","1,353.14","14.06B","-4.86%"
"Oct 02","1,507.50","1,577.05","1,577.05","1,488.68","9.47B","-4.69%"
"Sep 02","1,581.62","1,666.34","1,680.28","1,577.53","7.96B","-5.10%"
"Aug 02","1,666.62","1,650.05","1,696.28","1,624.05","10.78B","0.91%"
"Jul 02","1,651.59","1,736.29","1,741.92","1,647.27","20.20B","-4.68%"
"Jun 02","1,732.76","1,510.25","1,748.89","1,455.31","24.83B","14.32%"
"May 02","1,515.73","1,669.87","1,670.92","1,506.54","10.52B","-9.12%"
"Apr 02","1,667.75","1,598.03","1,680.30","1,575.97","17.50B","3.98%"
"Mar 02","1,603.90","1,521.53","1,693.87","1,494.83","27.30B","5.19%"
"Feb 02","1,524.70","1,494.58","1,544.92","1,476.13","8.47B","2.21%"
"Jan 02","1,491.66","1,643.48","1,643.50","1,339.20","14.24B","-9.38%"
"Dec 01","1,645.97","1,751.05","1,776.02","1,593.03","12.02B","-5.84%"
"Nov 01","1,747.99","1,692.35","1,748.00","1,550.46","12.36B","3.48%"
"Oct 01","1,689.17","1,766.13","1,773.80","1,514.86","10.93B","-4.29%"
"Sep 01","1,764.87","1,831.70","1,888.90","1,750.76","9.11B","-3.78%"
"Aug 01","1,834.14","1,925.24","1,990.70","1,795.57","13.93B","-4.49%"
"Jul 01","1,920.32","2,220.42","2,223.21","1,909.30","13.18B","-13.42%"
"Jun 01","2,218.03","2,216.56","2,245.43","2,157.12","20.69B","0.17%"
"May 01","2,214.26","2,119.90","2,222.65","2,119.89","19.17B","4.49%"
"Apr 01","2,119.18","2,117.45","2,179.74","2,081.64","24.34B","0.30%"
"Mar 01","2,112.78","1,959.01","2,112.88","1,953.72","25.26B","7.84%"
"Feb 01","1,959.18","2,069.86","2,072.55","1,893.78","8.49B","-5.15%"
"Jan 01","2,065.61","2,077.08","2,131.98","2,007.71","12.54B","-0.38%"
"Dec 00","2,073.48","2,073.09","2,097.29","2,024.29","15.57B","0.14%"
"Nov 00","2,070.61","1,961.08","2,125.72","1,959.72","18.64B","5.57%"
"Oct 00","1,961.29","1,912.08","1,980.63","1,896.94","9.93B","2.68%"
"Sep 00","1,910.16","2,009.15","2,026.35","1,874.21","11.58B","-5.49%"
"Aug 00","2,021.20","2,027.01","2,114.52","1,980.35","26.43B","-0.12%"
"Jul 00","2,023.54","1,917.44","2,025.00","1,888.25","21.55B","4.95%"
"Jun 00","1,928.11","1,900.53","1,953.34","1,884.62","25.43B","1.77%"
"May 00","1,894.55","1,848.17","1,908.31","1,695.53","17.03B","3.17%"
"Apr 00","1,836.32","1,799.58","1,858.27","1,746.30","23.55B","2.01%"
"Mar 00","1,800.22","1,720.60","1,811.06","1,596.07","33.06B","4.99%"
"Feb 00","1,714.58","1,591.44","1,770.88","1,583.58","23.54B","11.70%"
"Jan 00","1,535.00","1,368.69","1,547.71","1,361.21","17.55B","12.32%"
"Dec 99","1,366.58","1,434.98","1,461.90","1,341.05","6.24B","-4.77%"
"Nov 99","1,434.97","1,501.73","1,506.99","1,427.36","6.34B","-4.63%"
"Oct 99","1,504.56","1,568.24","1,568.38","1,452.71","4.92B","-4.21%"
"Sep 99","1,570.70","1,627.82","1,695.64","1,556.74","11.46B","-3.47%"
"Aug 99","1,627.12","1,607.06","1,658.69","1,546.84","17.82B","1.60%"
"Jul 99","1,601.46","1,678.84","1,678.84","1,471.51","23.18B","-5.21%"
"Jun 99","1,689.43","1,283.30","1,756.18","1,259.01","43.34B","32.06%"
"May 99","1,279.33","1,120.91","1,303.48","1,047.83","14.67B","14.13%"
"Apr 99","1,120.93","1,158.68","1,210.10","1,087.79","11.32B","-3.21%"
"Mar 99","1,158.05","1,092.14","1,179.65","1,084.16","9.55B","6.23%"
"Feb 99","1,090.09","1,131.65","1,131.66","1,064.17","1.61B","-3.93%"
"Jan 99","1,134.67","1,144.89","1,174.43","1,104.50","5.58B","-1.05%"
"Dec 98","1,146.70","1,249.01","1,251.87","1,125.56","5.30B","-8.07%"
"Nov 98","1,247.42","1,217.34","1,300.15","1,210.85","9.71B","2.47%"
"Oct 98","1,217.32","1,245.74","1,263.71","1,191.56","9.59B","-2.06%"
"Sep 98","1,242.90","1,142.50","1,264.40","1,123.63","11.20B","8.06%"
"Aug 98","1,150.22","1,315.13","1,315.47","1,043.02","7.65B","-12.66%"
"Jul 98","1,316.92","1,363.27","1,367.15","1,278.30","6.99B","-1.66%"
"Jun 98","1,339.20","1,418.35","1,422.98","1,323.53","11.21B","-5.10%"
"May 98","1,411.21","1,353.06","1,411.35","1,324.72","13.48B","5.04%"
"Apr 98","1,343.45","1,243.37","1,343.46","1,240.06","16.20B","8.08%"
"Mar 98","1,243.02","1,196.74","1,252.24","1,175.55","8.25B","3.02%"
"Feb 98","1,206.53","1,257.99","1,262.62","1,189.52","5.68B","-1.34%"
"Jan 98","1,222.91","1,200.95","1,250.01","1,110.09","6.66B","2.41%"
"Dec 97","1,194.10","1,137.59","1,198.97","1,119.20","6.46B","4.78%"
"Nov 97","1,139.63","1,181.16","1,213.23","1,114.14","5.92B","-3.45%"
"Oct 97","1,180.39","1,100.70","1,241.83","1,087.02","6.53B","7.56%"
"Sep 97","1,097.38","1,224.18","1,264.49","1,025.13","8.33B","-10.13%"
"Aug 97","1,221.06","1,191.65","1,223.07","1,116.15","8.84B","2.63%"
"Jul 97","1,189.76","1,255.91","1,261.57","1,066.04","7.91B","-4.84%"
"Jun 97","1,250.27","1,302.82","1,369.51","1,154.97","9.46B","-2.72%"
"May 97","1,285.18","1,398.14","1,510.18","1,213.24","14.05B","-7.79%"
"Apr 97","1,393.75","1,243.87","1,396.48","1,222.56","20.28B","12.89%"
"Mar 97","1,234.62","1,044.61","1,234.96","1,043.93","16.97B","18.68%"
"Feb 97","1,040.27","969.53","1,040.33","870.18","7.45B","7.83%"
"Jan 97","964.74","914.06","967.90","871.78","6.87B","5.20%"
"Dec 96","917.02","1,056.67","1,258.69","855.85","20.58B","-11.22%"
"Nov 96","1,032.95","935.17","1,047.39","896.88","11.93B","5.76%"
"Oct 96","976.71","887.85","1,038.81","852.83","17.49B","11.56%"
"Sep 96","875.52","812.94","875.52","752.68","7.70B","8.10%"
"Aug 96","809.94","823.17","894.86","766.70","7.63B","-1.52%"
"Jul 96","822.48","800.91","894.73","753.64","12.82B","2.27%"
"Jun 96","804.25","643.96","819.84","636.46","11.46B","24.95%"
"May 96","643.65","715.98","725.16","630.42","7.18B","-5.51%"
"Apr 96","681.16","566.21","739.16","556.28","6.84B","22.42%"
"Mar 96","556.39","580.03","606.37","549.70","2.69B","0.63%"
"Feb 96","552.93","536.24","553.76","518.25","937.02M","2.90%"
"Jan 96","537.35","550.25","561.37","512.82","2.30B","-3.23%"
"Dec 95","555.29","631.55","641.68","552.86","1.69B","-13.39%"
"Nov 95","641.13","716.46","736.90","632.02","3.28B","-10.62%"
"Oct 95","717.31","724.03","765.22","693.81","7.42B","-0.71%"
"Sep 95","722.43","726.05","792.04","699.11","5.88B","-0.20%"
"Aug 95","723.87","697.22","788.28","688.65","9.00B","4.07%"
"Jul 95","695.55","623.13","723.37","610.74","6.70B","10.30%"
"Jun 95","630.58","703.72","722.28","625.95","2.57B","-9.98%"
"May 95","700.51","577.95","926.41","564.86","5.84B","20.79%"
"Apr 95","579.93","650.98","680.73","548.75","3.77B","-10.35%"
"Mar 95","646.91","548.91","647.77","545.74","2.42B","17.78%"
"Feb 95","549.26","559.78","608.25","524.43","648.18M","-2.37%"
"Jan 95","562.59","637.73","657.45","547.39","502.63M","-13.16%"
"Dec 94","647.87","683.38","695.22","620.46","2.05B","-5.23%"
"Nov 94","683.59","664.56","741.86","648.68","150.05M","4.37%"
"Oct 94","654.98","791.11","794.58","547.26","-","-17.21%"
"Sep 94","791.15","785.33","1,052.25","756.60","-","0.74%"
"Aug 94","785.33","394.87","787.09","378.24","-","135.19%"
"Jul 94","333.92","469.27","469.37","325.92","-","-28.85%"
"Jun 94","469.29","556.26","556.90","458.78","-","-15.63%"
"May 94","556.26","591.39","620.76","541.66","-","-6.13%"
"Apr 94","592.56","704.46","704.92","536.33","-","-15.88%"
"Mar 94","704.46","771.52","806.41","669.87","-","-8.63%"
"Feb 94","770.98","770.25","818.57","749.31","-","0.09%"
"Jan 94","770.25","770.25","770.25","770.25","-","-7.62%"
"Dec 93","833.80","993.67","1,044.85","750.46","-","-15.34%"
"Nov 93","984.93","801.86","1,011.76","793.32","-","20.89%"
"Oct 93","814.74","895.69","934.40","774.54","-","-8.48%"
"Sep 93","890.27","898.01","947.53","864.38","-","-0.60%"
"Aug 93","895.68","894.90","1,042.47","823.00","-","1.66%"
"Jul 93","881.07","1,000.80","1,009.89","777.73","-","-12.51%"
"Jun 93","1,007.05","935.90","1,177.91","859.48","-","7.65%"
"May 93","935.48","1,379.71","1,380.50","930.64","-","-31.15%"
"Apr 93","1,358.78","921.59","1,392.62","915.59","-","46.75%"
"Mar 93","925.91","1,328.22","1,339.10","913.74","-","-30.90%"
"Feb 93","1,339.88","1,250.16","1,558.95","1,196.47","-","11.80%"
"Jan 93","1,198.48","802.14","1,198.48","777.16","-","53.57%"
"Dec 92","780.39","718.99","841.02","592.78","-","7.70%"
"Nov 92","724.60","471.18","752.32","386.85","-","42.85%"
"Oct 92","507.25","676.47","713.77","447.93","-","-27.78%"
"Sep 92","702.32","826.96","832.84","595.42","-","-14.69%"
"Aug 92","823.27","1,034.70","1,060.36","627.36","-","-21.75%"
"Jul 92","1,052.07","1,199.54","1,215.24","961.61","-","-11.68%"
"Jun 92","1,191.19","1,175.69","1,249.58","1,033.47","-","-3.52%"
"May 92","1,234.71","454.86","1,429.01","439.96","-","177.23%"
"Apr 92","445.38","381.55","448.94","381.01","-","16.82%"
"Mar 92","381.24","365.15","382.06","364.66","-","4.55%"
"Feb 92","364.66","314.18","364.67","313.24","-","16.42%"
"Jan 92","313.24","293.74","313.24","292.76","-","7.00%"
"Dec 91","292.75","261.78","292.75","259.67","-","12.77%"
"Nov 91","259.60","220.71","259.85","218.60","-","18.76%"
"Oct 91","218.60","181.55","218.60","179.80","-","20.83%"
"Sep 91","180.92","180.08","191.18","178.43","-","1.40%"
"Aug 91","178.43","145.12","178.43","143.80","-","24.08%"
"Jul 91","143.80","136.64","143.80","131.87","-","4.54%"
"Jun 91","137.56","115.90","137.56","114.89","-","19.79%"
"May 91","114.83","113.04","114.83","104.96","-","0.78%"
"Apr 91","113.94","120.69","122.20","113.89","-","-5.20%"
"Mar 91","120.19","132.53","132.53","120.11","-","-9.64%"
"Feb 91","133.01","129.50","134.87","128.06","-","2.34%"
"Jan 91","129.97","127.61","135.19","127.61","-","1.85%"
