Release Date,Time,Actual,Forecast,Previous,
"Dec 01, 2007 (Nov)",05:00,54.60, ,60.70,
"Nov 01, 2007 (Oct)",05:00,60.70, ,57.70,
"Oct 01, 2007 (Sep)",05:00,57.70, ,59.80,
"Sep 01, 2007 (Aug)",05:00,59.80, ,55.70,
"Aug 01, 2007 (Jul)",05:00,55.70, ,57.60,
"Jul 01, 2007 (Jun)",05:00,57.60, ,62.20,
"Jun 01, 2007 (May)",05:00,62.20, ,62.10,
"May 01, 2007 (Apr)",05:00,62.10, ,63.60,
"Apr 01, 2007 (Mar)",05:00,63.60, ,62.20,
"Mar 01, 2007 (Feb)",05:00,62.20, ,63.10,
"Feb 01, 2007 (Jan)",05:00,63.10, ,65.20,
"Jan 01, 2007 (Dec)",05:00,65.20, ,64.60,
"Dec 01, 2006 (Nov)",05:00,64.60, ,63.80,
"Nov 01, 2006 (Oct)",05:00,63.80, ,62.00,
"Oct 01, 2006 (Sep)",05:00,62.00, ,62.00,
"Sep 01, 2006 (Aug)",05:00,62.00, ,55.70,
"Aug 01, 2006 (Jul)",05:00,55.70, ,62.00,
"Jul 01, 2006 (Jun)",05:00,62.00, ,60.00,
"Jun 01, 2006 (May)",05:00,60.00, ,58.40,
"May 01, 2006 (Apr)",05:00,58.40, ,58.90,
"Apr 01, 2006 (Mar)",05:00,58.90, ,59.80,
"Mar 01, 2006 (Feb)",05:00,59.80, ,61.80,
"Feb 01, 2006 (Jan)",05:00,61.80, ,60.00,
"Jan 01, 2006 (Dec)",05:00,60.00, ,60.60,
"Dec 01, 2005 (Nov)",05:00,60.60, ,57.70,
"Nov 01, 2005 (Oct)",05:00,57.70, ,59.40,
"Oct 01, 2005 (Sep)",05:00,59.40, ,56.80,
"Sep 01, 2005 (Aug)",05:00,56.80, ,57.30,
"Aug 01, 2005 (Jul)",05:00,57.30, ,56.50,
"Jul 01, 2005 (Jun)",05:00,56.50, ,57.20,
"Jun 01, 2005 (May)",05:00,57.20, ,56.90,
"May 01, 2005 (Apr)",05:00,56.90, ,57.70,
"Apr 01, 2005 (Mar)",05:00,57.70, ,57.80,
"Mar 01, 2005 (Feb)",05:00,57.80, ,57.10,
"Feb 01, 2005 (Jan)",05:00,57.10, ,54.30,
"Jan 01, 2005 (Dec)",05:00,54.30, ,54.90,
"Dec 01, 2004 (Nov)",05:00,54.90, ,56.80,
"Nov 01, 2004 (Oct)",05:00,56.80, ,57.60,
"Oct 01, 2004 (Sep)",05:00,57.60, ,57.90,
"Sep 01, 2004 (Aug)",05:00,57.90, ,57.20,
"Aug 01, 2004 (Jul)",05:00,57.20, ,57.80,
"Jul 01, 2004 (Jun)",05:00,57.80, ,54.90,
"Jun 01, 2004 (May)",05:00,54.90, ,59.10,
"May 01, 2004 (Apr)",05:00,59.10, ,57.80,
"Apr 01, 2004 (Mar)",05:00,57.80, ,57.40,
"Mar 01, 2004 (Feb)",05:00,57.40, , ,
