Release Date,Time,Actual,Forecast,Previous,
"Jan 31, 2016 (Jan)",22:00,52.3,52.4,52.4,
"Jan 21, 2016 (Jan)",22:00  ,52.4,52.8,52.6,
"Jan 03, 2016 (Dec)",21:35,52.6,52.5,52.5,
"Dec 15, 2015 (Dec)",21:35  ,52.5, ,52.6,
"Nov 30, 2015 (Nov)",21:35,52.6,52.8,52.8,
"Nov 23, 2015 (Nov)",21:35  ,52.8,52.1,52.4,
"Nov 01, 2015 (Oct)",21:35,52.4,52.1,52.5,
"Oct 22, 2015 (Oct)",21:35  ,52.5,50.6,51.0,
"Sep 30, 2015 (Sep)",21:35,51.0,50.9,50.9,
"Sep 23, 2015 (Sep)",21:35  ,50.9,51.3,51.7,
"Aug 31, 2015 (Aug)",21:35,51.7,51.9,51.9,
"Aug 20, 2015 (Aug)",21:35  ,51.9,52.1,51.2,
"Aug 02, 2015 (Jul)",21:35,51.2,51.4,51.4,
"Jul 23, 2015 (Jul)",21:35  ,51.4,50.5,50.1,
"Jun 30, 2015 (Jun)",21:35,50.1,49.9,49.9,
"Jun 22, 2015 (Jun)",21:35  ,49.9,50.6,50.9,
"May 31, 2015 (May)",21:35,50.9,50.9,50.9,
"May 20, 2015 (May)",21:35  ,50.9,50.3,49.9,
"Apr 30, 2015 (Apr)",21:35,49.9,49.8,49.7,
"Apr 22, 2015 (Apr)",21:35  ,49.7,50.8,50.3,
"Mar 31, 2015 (Mar)",21:35,50.3,50.4,50.4,
"Mar 23, 2015 (Mar)",21:35  ,50.4,52.1,51.6,
"Mar 01, 2015 (Feb)",21:35,51.6,51.5,51.5,
"Feb 19, 2015 (Feb)",21:35  ,51.5,52.6,52.2,
"Feb 01, 2015 (Jan)",21:35,52.2,52.1,52.1,
"Jan 22, 2015 (Jan)",21:35  ,52.1, ,52.0,
"Jan 04, 2015 (Dec)",21:35,52.0,52.1,52.1,
"Dec 15, 2014 (Dec)",21:35  ,52.1,52.3,52.0,
"Nov 30, 2014 (Nov)",21:35,52.0,52.1,52.1,
"Nov 19, 2014 (Nov)",21:35  ,52.1,52.7,52.4,
"Nov 03, 2014 (Oct)",21:35,52.4,52.8,52.8,
"Oct 22, 2014 (Sep)",21:35  ,52.8,52.1,51.7,
"Sep 30, 2014 (Sep)",21:35,51.7,51.7,51.7,
"Sep 23, 2014 (Sep)",21:35  ,51.7,52.5,52.4,
"Aug 31, 2014",21:35,52.2,52.4,52.4,
"Aug 20, 2014",21:35  ,52.4,51.7,50.5,
"Jul 31, 2014",21:35,50.5,50.8,50.8,
"Jul 23, 2014",21:35  ,50.8,51.9,51.5,
"Jun 30, 2014",21:35,51.5, ,51.1,
"Jun 22, 2014",21:35  ,51.1, ,49.9,
"Jun 01, 2014",21:35,49.9,49.9,49.4,
"May 21, 2014",21:35  ,49.9, ,49.4,
"Apr 29, 2014",17:50,49.4,53.0,53.9,
"Mar 30, 2014",19:15,53.9, ,55.5,
"Feb 27, 2014",19:13,55.5, ,56.6,
"Jan 30, 2014",19:15,56.6, ,55.2,
"Dec 26, 2013",19:15,55.2, ,55.1,
"Nov 28, 2013",19:13,55.1, ,54.2,
"Oct 30, 2013",19:13,54.2, ,52.5,
"Sep 29, 2013",19:00,52.5,52.2,52.2,
"Aug 29, 2013",19:15,52.2, ,50.7,
"Jul 30, 2013",19:13,50.7, ,52.3,
"Jun 27, 2013",19:13,52.3, ,51.5,
"May 30, 2013",19:13,51.5, ,51.1,
"Apr 29, 2013",19:13,51.1, ,50.4,
"Mar 28, 2013",19:15,50.4, ,48.5,
"Feb 27, 2013",19:15,48.5, ,47.7,
"Jan 30, 2013",19:15,47.7, ,45.0,
"Dec 27, 2012",19:15,45.0, ,46.5,
"Nov 29, 2012",19:15,46.5, ,46.9,
"Oct 30, 2012",19:15,46.9, ,48.0,
"Sep 27, 2012",19:15,48.0, ,47.7,
"Aug 30, 2012",19:15,47.7, ,47.9,
"Jul 30, 2012",19:15,47.9, ,49.9,
"Jun 28, 2012",19:15,49.9, ,50.7,
"May 29, 2012",19:15,50.7, ,50.7,
"Apr 26, 2012",19:15,50.7, ,51.1,
"Mar 29, 2012",19:15,51.1, ,50.5,
"Feb 28, 2012",19:15,50.5, ,50.7,
"Jan 30, 2012",19:15,50.7, ,50.2,
"Dec 29, 2011",19:15,50.2, ,49.1,
"Nov 29, 2011",19:15,49.1, ,50.6,
"Oct 30, 2011",19:15,50.6, ,49.3,
"Sep 29, 2011",19:15,49.3, ,51.9,
"Aug 30, 2011",19:15,51.9, ,52.1,
"Jul 28, 2011",19:15,52.1, ,50.7,
"Jun 29, 2011",19:15,50.7, ,51.3,
"May 30, 2011",19:15,51.3, ,45.7,
"Apr 27, 2011",19:15,45.7, ,46.4,
"Mar 30, 2011",19:15,46.4, ,52.9,
"Feb 27, 2011",19:15,52.9, ,51.4,
"Jan 30, 2011",19:15,51.4, ,48.3,
"Dec 29, 2010",19:15,48.3, ,47.3,
"Nov 29, 2010",19:15,47.3, ,47.2,
"Oct 28, 2010",19:15,47.2, ,49.5,
"Sep 29, 2010",19:15,49.5, ,50.1,
"Aug 30, 2010",19:15,50.1, ,52.8,
"Jul 29, 2010",19:15,52.8, ,53.9,
"Jun 29, 2010",19:15,53.9, ,54.7,
"May 30, 2010",19:15,54.7, ,53.8,
"Apr 29, 2010",19:15,53.5, ,52.4,
"Mar 30, 2010",19:15,52.4, ,52.5,
"Feb 25, 2010",19:15,52.5, ,52.5,
"Jan 28, 2010",19:15,52.5, ,53.8,
"Dec 29, 2009",19:15,53.8, ,52.3,
"Nov 29, 2009",19:15,52.3, ,54.3,
"Oct 29, 2009",19:15,54.3, ,54.5,
"Sep 29, 2009",19:15,54.5, ,53.6,
"Aug 30, 2009",19:15,53.6, ,50.4,
"Jul 30, 2009",19:15,50.4, ,48.2,
"Jun 29, 2009",19:15,48.2, ,46.6,
"May 28, 2009",19:15,46.6, ,41.4,
"Apr 29, 2009",19:15,41.4, ,33.8,
"Mar 30, 2009",19:15,33.8, ,31.6,
"Feb 26, 2009",19:15,31.6, ,29.6,
"Jan 29, 2009",19:15,29.6, ,30.8,
"Dec 25, 2008",19:15,30.8, ,36.7,
"Nov 27, 2008",19:15,36.7, ,42.2,
"Oct 30, 2008",19:15,42.2, ,44.3,
"Sep 29, 2008",19:15,44.3, ,46.9,
"Aug 28, 2008",19:15,46.9, ,47.0,
"Jul 30, 2008",19:30,47.0, ,46.5,
"Jun 29, 2008",19:15,46.5, ,47.7,
"May 29, 2008",20:15,47.7, ,48.6,
"Apr 29, 2008",19:15,48.6,0.0,49.5,
"Mar 30, 2008",19:15,49.5,0.0,50.8,
"Feb 28, 2008",19:15,50.8,52.0,52.3,
