Release Date,Time,Actual,Forecast,Previous,
"Mar 02, 2016 (Feb)",18:30,51.8, ,48.4,
"Feb 02, 2016 (Jan)",18:30,48.4, ,46.3,
"Jan 05, 2016 (Dec)",18:30,46.3, ,48.2,
"Dec 02, 2015 (Nov)",18:30,48.2, ,48.9,
"Nov 03, 2015 (Oct)",18:30,48.9, ,52.3,
"Oct 04, 2015 (Sep)",18:30,52.3, ,55.6,
"Sep 02, 2015 (Aug)",19:30,55.6, ,54.1,
"Aug 04, 2015 (Jul)",19:30,54.1, ,51.2,
"Jul 02, 2015 (Jun)",19:30,51.2, ,49.6,
"Jun 02, 2015 (May)",19:30,49.6, ,49.7,
"May 04, 2015 (Apr)",19:30,49.7, ,50.2,
"Apr 06, 2015 (Mar)",19:30,50.2, ,51.7,
"Mar 03, 2015 (Feb)",18:30,51.7, ,49.9,
"Feb 03, 2015 (Jan)",18:30,49.9, ,47.5,
"Jan 06, 2015",18:30,47.5, ,43.8,
"Dec 02, 2014 (Nov)",18:30,43.8, ,43.6,
"Nov 04, 2014 (Oct)",18:30,43.6, ,45.4,
"Oct 02, 2014",19:30,45.4, ,49.4,
"Sep 02, 2014",19:30,49.4, ,49.3,
"Aug 04, 2014",19:30,49.3, ,47.6,
"Jul 02, 2014",19:30,47.6, ,49.9,
"Jun 03, 2014",19:30,49.9, ,48.6,
"May 04, 2014",19:30,48.6, ,48.9,
"Apr 02, 2014",18:30,48.9, ,55.2,
"Mar 04, 2014",18:30,55.2, ,49.3,
"Feb 04, 2014",18:30,49.3, ,46.1,
"Jan 05, 2014",18:20,46.1, ,48.9,
"Dec 03, 2013",18:10,48.9, ,47.9,
"Nov 04, 2013",18:30,47.9, ,47.1,
"Oct 02, 2013",19:30,47.1, ,39.0,
"Sep 03, 2013",19:30,39.0, ,39.4,
"Aug 04, 2013",19:30,39.4, ,41.5,
"Jul 02, 2013",19:30,41.5, ,40.6,
"Jun 04, 2013",19:30,40.6, ,44.1,
"May 02, 2013",19:30,44.1, ,49.6,
"Apr 03, 2013",18:30,49.6, ,48.5,
"Mar 04, 2013",18:30,48.5, ,45.4,
"Feb 04, 2013",18:30,45.3, ,43.2,
"Jan 03, 2013",18:30,43.2, ,47.1,
"Dec 04, 2012",18:30,47.1, ,42.8,
"Nov 04, 2012",18:30,42.8, ,41.9,
"Oct 02, 2012",19:30,41.9, ,42.4,
"Sep 04, 2012",19:30,42.4, ,46.5,
"Aug 02, 2012",19:30,46.5, ,48.8,
"Jul 03, 2012",19:30,48.8, ,43.5,
"Jun 04, 2012",19:30,43.5, ,39.6,
"May 02, 2012",19:30,39.6, ,47.0,
"Apr 03, 2012",19:30,47.0, ,46.7,
"Mar 04, 2012",18:30,46.7, ,51.9,
"Feb 02, 2012",18:30,51.9, ,49.0,
"Jan 04, 2012",18:30,49.0, ,47.7,
"Dec 04, 2011",18:30,47.7, ,48.8,
"Nov 02, 2011",18:30,48.8, ,50.3,
"Oct 04, 2011",18:30,50.3, ,52.1,
"Sep 04, 2011",19:30,52.1, ,48.8,
"Aug 02, 2011",19:30,48.8, ,48.5,
"Jul 04, 2011",19:30,48.5, ,49.9,
"Jun 02, 2011",19:30,49.9, ,51.5,
"May 03, 2011",19:30,51.5, ,46.5,
"Apr 04, 2011",19:30,46.5, ,48.7,
"Mar 02, 2011",18:30,48.7, ,45.5,
"Feb 02, 2011",18:30,45.5, ,46.4,
"Jan 05, 2011",18:30,46.4, ,46.2,
"Dec 02, 2010",18:30,46.2, ,50.7,
"Nov 02, 2010",18:30,50.7, ,45.6,
"Oct 04, 2010",18:30,45.6, ,47.5,
"Sep 02, 2010",19:30,47.5, ,46.6,
"Aug 03, 2010",19:30,46.6, ,48.8,
"Jul 04, 2010",19:30,48.8, ,47.5,
"Jun 02, 2010",19:30,47.5, ,52.3,
"May 04, 2010",19:30,52.3, ,48.9,
"Apr 06, 2010",19:30,48.4, ,48.3,
"Mar 02, 2010",18:30,48.3, ,47.4,
"Feb 02, 2010",18:30,47.4, ,50.0,
"Jan 05, 2010",18:30,50.0, ,52.5,
"Dec 02, 2009",18:30,52.5, ,54.8,
"Nov 03, 2009",18:30,54.8, ,49.3,
"Oct 04, 2009",18:30,49.3, ,48.0,
"Sep 02, 2009",19:30,48.0, ,44.1,
"Aug 04, 2009",19:30,44.1, ,50.2,
"Jul 02, 2009",19:30,50.2, ,39.9,
"Jun 02, 2009",19:30,39.9, ,39.8,
"May 04, 2009",19:30,39.8, ,35.6,
"Apr 02, 2009",18:30,35.6, ,32.2,
"Mar 03, 2009",18:30,32.2, ,41.0,
"Feb 03, 2009",18:30,41.0, ,39.3,
"Jan 05, 2009",18:30,39.3, ,37.8,
"Dec 02, 2008",18:30,37.8, ,42.1,
"Nov 04, 2008",18:30,42.1, ,44.9,
"Oct 02, 2008",19:30,44.9, ,39.3,
"Sep 02, 2008",19:30,39.3, ,42.8,
"Aug 04, 2008",19:30,42.8, ,45.4,
"Jul 02, 2008",19:30,45.4, ,49.7,
"Jun 03, 2008",20:30,49.7, ,47.3,
"May 04, 2008",19:30,47.3,0.0,53.8,
"Apr 02, 2008",18:30,53.8,0.0,53.2,
"Mar 04, 2008",18:30,53.2,0.0,54.9,
"Feb 01, 2008 (Jan)",05:00,54.66, ,56.41,
"Jan 01, 2008 (Dec)",05:00,56.41, ,56.13,
"Dec 01, 2007 (Nov)",05:00,56.13, ,53.00,
"Nov 01, 2007 (Oct)",05:00,53.00, ,54.00,
"Oct 01, 2007 (Sep)",05:00,54.00, ,53.11,
"Sep 01, 2007 (Aug)",05:00,53.11, ,55.91,
"Aug 01, 2007 (Jul)",05:00,55.91, ,52.85,
"Jul 01, 2007 (Jun)",05:00,52.85, ,58.85,
"Jun 01, 2007 (May)",05:00,58.85, ,55.31,
"May 01, 2007 (Apr)",05:00,55.31, ,52.83,
"Apr 01, 2007 (Mar)",05:00,52.83, ,53.85,
"Mar 01, 2007 (Feb)",05:00,53.85, ,49.99,
"Feb 01, 2007 (Jan)",05:00,49.99, ,50.55,
"Jan 01, 2007 (Dec)",05:00,50.55, ,50.42,
"Dec 01, 2006 (Nov)",05:00,50.42, ,50.57,
"Nov 01, 2006 (Oct)",05:00,50.57, ,48.40,
"Oct 01, 2006 (Sep)",05:00,48.40, ,52.04,
"Sep 01, 2006 (Aug)",05:00,52.04, ,49.91,
"Aug 01, 2006 (Jul)",05:00,49.91, ,50.54,
"Jul 01, 2006 (Jun)",05:00,50.54, ,48.34,
"Jun 01, 2006 (May)",05:00,48.34, ,55.44,
"May 01, 2006 (Apr)",05:00,55.44, ,53.82,
"Apr 01, 2006 (Mar)",05:00,53.82, ,52.34,
"Mar 01, 2006 (Feb)",05:00,52.34, ,52.02,
"Feb 01, 2006 (Jan)",05:00,52.02, ,52.03,
"Jan 01, 2006 (Dec)",05:00,52.03, ,53.01,
"Dec 01, 2005 (Nov)",05:00,53.01, ,49.46,
"Nov 01, 2005 (Oct)",05:00,49.46, ,53.66,
"Oct 01, 2005 (Sep)",05:00,53.66, ,56.36,
"Sep 01, 2005 (Aug)",05:00,56.36, ,53.85,
"Aug 01, 2005 (Jul)",05:00,53.85, ,51.44,
"Jul 01, 2005 (Jun)",05:00,51.44, ,50.30,
"Jun 01, 2005 (May)",05:00,50.30, ,53.37,
"May 01, 2005 (Apr)",05:00,53.37, ,54.48,
"Apr 01, 2005 (Mar)",05:00,54.48, ,52.37,
"Mar 01, 2005 (Feb)",05:00,52.37, ,52.47,
"Feb 01, 2005 (Jan)",05:00,52.47, ,60.49,
"Jan 01, 2005 (Dec)",05:00,60.49, ,55.72,
"Dec 01, 2004 (Nov)",05:00,55.72, ,53.52,
"Nov 01, 2004 (Oct)",05:00,53.52, ,55.06,
"Oct 01, 2004 (Sep)",05:00,55.06, ,53.64,
"Sep 01, 2004 (Aug)",05:00,53.64, ,55.02,
"Aug 01, 2004 (Jul)",05:00,55.02, ,51.05,
"Jul 01, 2004 (Jun)",05:00,51.05, ,55.43,
"Jun 01, 2004 (May)",05:00,55.43, ,53.44,
"May 01, 2004 (Apr)",05:00,53.44, ,55.20,
"Apr 01, 2004 (Mar)",05:00,55.20, ,58.06,
"Mar 01, 2004 (Feb)",05:00,58.06, ,56.76,
"Feb 01, 2004 (Jan)",05:00,56.76, ,56.29,
"Jan 01, 2004 (Dec)",05:00,56.29, ,56.88,
"Dec 01, 2003 (Nov)",05:00,56.88, ,59.81,
"Nov 01, 2003 (Oct)",05:00,59.81, ,57.68,
"Oct 01, 2003 (Sep)",05:00,57.68, ,56.82,
"Sep 01, 2003 (Aug)",05:00,56.82, ,56.14,
"Aug 01, 2003 (Jul)",05:00,56.14, ,57.19,
"Jul 01, 2003 (Jun)",05:00,57.19, ,58.09,
"Jun 01, 2003 (May)",05:00,58.09, ,55.63,
"May 01, 2003 (Apr)",05:00,55.63, ,56.45,
"Apr 01, 2003 (Mar)",05:00,56.45, ,56.82,
"Mar 01, 2003 (Feb)",05:00,56.82, , ,
