"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 16","612.63","602.86","632.62","592.13","-","1.62%"
"Jun 16","602.86","617.31","624.41","572.97","-","-2.34%"
"May 16","617.31","606.28","624.05","589.54","-","1.82%"
"Apr 16","606.28","577.67","612.00","557.64","-","4.94%"
"Mar 16","577.75","572.49","594.87","568.64","-","0.92%"
"Feb 16","572.50","560.97","572.50","513.31","-","2.06%"
"Jan 16","560.93","610.26","610.26","517.17","-","-8.08%"
"Dec 15","610.26","628.78","635.85","584.16","-","-2.94%"
"Nov 15","628.76","615.23","635.64","605.31","-","2.20%"
"Oct 15","615.24","581.79","628.61","579.96","-","5.75%"
"Sep 15","581.79","594.08","600.37","562.58","-","-2.07%"
"Aug 15","594.10","638.92","644.79","540.76","-","-7.02%"
"Jul 15","638.93","630.37","655.49","613.52","-","1.56%"
"Jun 15","629.11","645.67","660.47","620.90","-","-2.57%"
"May 15","645.68","639.35","660.12","639.30","-","0.99%"
"Apr 15","639.36","619.20","666.68","615.31","-","3.26%"
"Mar 15","619.20","615.66","624.01","601.31","-","0.58%"
"Feb 15","615.64","596.39","622.90","594.69","-","3.26%"
"Jan 15","596.19","576.28","605.04","561.09","-","3.50%"
"Dec 14","576.04","566.32","586.93","532.45","-","1.71%"
"Nov 14","566.34","585.34","609.89","560.91","-","-3.24%"
"Oct 14","585.28","609.31","609.78","528.36","-","-3.95%"
"Sep 14","609.38","610.19","622.02","599.43","-","-0.13%"
"Aug 14","610.17","612.27","617.30","582.31","-","-0.35%"
"Jul 14","612.29","617.90","630.47","605.31","-","-0.90%"
"Jun 14","617.88","605.26","632.37","605.26","-","2.09%"
"May 14","605.26","578.50","607.56","578.50","-","4.65%"
"Apr 14","578.37","561.95","580.93","540.15","-","2.92%"
"Mar 14","561.95","555.50","563.67","536.00","-","1.12%"
"Feb 14","555.72","535.73","557.64","530.39","-","3.73%"
"Jan 14","535.73","549.09","566.95","533.74","-","-2.39%"
"Dec 13","548.86","542.80","551.70","524.23","-","1.12%"
"Nov 13","542.79","532.29","546.13","531.29","-","1.96%"
"Oct 13","532.33","501.82","541.00","494.62","-","6.09%"
"Sep 13","501.76","496.78","512.67","496.77","-","1.00%"
"Aug 13","496.78","495.41","504.01","491.38","-","0.29%"
"Jul 13","495.36","468.77","499.34","468.00","-","5.67%"
"Jun 13","468.79","491.71","491.85","457.97","-","-4.66%"
"May 13","491.71","480.02","496.69","474.35","-","2.41%"
"Apr 13","480.13","471.22","481.19","457.00","-","1.89%"
"Mar 13","471.21","473.07","483.83","469.41","-","-0.39%"
"Feb 13","473.07","466.02","476.49","463.61","-","1.56%"
"Jan 13","465.79","444.11","472.42","444.11","-","4.89%"
"Dec 12","444.09","442.09","451.14","435.94","-","0.45%"
"Nov 12","442.08","442.18","447.46","428.27","-","-0.02%"
"Oct 12","442.18","445.92","454.09","434.41","-","-0.84%"
"Sep 12","445.92","435.22","461.17","431.30","-","2.46%"
"Aug 12","435.22","423.31","441.16","416.26","-","2.81%"
"Jul 12","423.31","407.09","427.69","403.43","-","3.98%"
"Jun 12","407.09","384.36","407.50","369.24","-","5.91%"
"May 12","384.36","421.21","425.97","382.22","-","-8.75%"
"Apr 12","421.21","426.61","431.36","407.24","-","-1.27%"
"Mar 12","426.61","429.85","436.50","410.24","-","-0.75%"
"Feb 12","429.85","397.36","432.33","397.17","-","8.18%"
"Jan 12","397.36","384.95","401.80","383.73","-","3.22%"
"Dec 11","384.95","380.85","387.90","358.54","-","1.08%"
"Nov 11","380.85","384.22","394.16","344.77","-","-0.88%"
"Oct 11","384.22","348.28","396.23","321.53","-","10.32%"
"Sep 11","348.28","378.47","382.64","332.86","-","-7.98%"
"Aug 11","378.47","417.65","423.96","324.75","-","-9.38%"
"Jul 11","417.65","421.33","432.31","404.98","-","-0.87%"
"Jun 11","421.33","440.91","441.46","400.16","-","-4.44%"
"May 11","440.91","447.74","449.69","423.24","-","-1.53%"
"Apr 11","447.74","445.41","456.71","427.46","-","0.52%"
"Mar 11","445.41","446.16","451.56","409.63","-","-0.17%"
"Feb 11","446.16","430.24","448.70","430.24","-","3.70%"
"Jan 11","430.24","439.72","447.37","422.98","-","-2.16%"
"Dec 10","439.72","396.07","441.54","396.07","-","11.02%"
"Nov 10","396.07","404.62","416.56","395.50","-","-2.11%"
"Oct 10","404.62","381.43","405.24","378.75","-","6.08%"
"Sep 10","381.43","352.66","385.94","352.55","-","8.16%"
"Aug 10","352.66","358.41","378.50","340.52","-","-1.60%"
"Jul 10","358.41","328.12","369.49","317.79","-","9.23%"
"Jun 10","328.12","344.23","370.82","323.48","-","-4.68%"
"May 10","344.23","383.02","388.25","326.71","-","-10.13%"
"Apr 10","383.02","376.70","396.61","376.70","-","1.68%"
"Mar 10","376.70","350.42","377.33","350.42","-","7.50%"
"Feb 10","350.42","362.73","373.01","339.39","-","-3.39%"
"Jan 10","362.73","371.56","389.52","349.89","-","-2.38%"
"Dec 09","371.56","349.15","375.42","349.15","-","6.42%"
"Nov 09","349.15","331.35","363.24","323.60","-","5.37%"
"Oct 09","331.35","323.46","352.01","309.23","-","2.44%"
"Sep 09","323.46","300.18","330.08","292.41","-","7.76%"
"Aug 09","300.18","297.57","315.78","291.08","-","0.88%"
"Jul 09","297.57","282.35","301.23","258.78","-","5.39%"
"Jun 09","282.35","292.62","310.85","265.95","-","-3.51%"
"May 09","292.62","252.63","294.83","252.63","-","15.83%"
"Apr 09","252.63","226.34","255.05","218.98","-","11.62%"
"Mar 09","226.34","214.64","238.43","197.20","-","5.45%"
"Feb 09","214.64","225.84","243.14","201.72","-","-4.96%"
"Jan 09","225.84","225.48","254.22","212.88","-","0.16%"
"Dec 08","225.48","219.87","225.56","189.15","-","2.55%"
"Nov 08","219.87","244.80","273.36","180.40","-","-10.18%"
"Oct 08","244.80","318.38","326.27","204.67","-","-23.11%"
"Sep 08","318.38","425.73","426.50","289.31","-","-25.22%"
"Aug 08","425.73","424.05","427.23","395.05","-","0.40%"
"Jul 08","424.05","463.45","464.47","397.29","-","-8.50%"
"Jun 08","463.45","497.25","501.31","455.65","-","-6.80%"
"May 08","497.25","463.22","523.61","462.91","-","7.35%"
"Apr 08","463.22","411.99","467.07","409.25","-","12.43%"
"Mar 08","411.99","427.11","427.30","390.41","-","-3.54%"
"Feb 08","427.11","393.87","437.71","390.57","-","8.44%"
"Jan 08","393.87","490.81","497.13","355.81","-","-19.75%"
"Dec 07","490.81","492.83","494.76","465.91","-","-0.41%"
"Nov 07","492.83","514.09","519.08","458.97","-","-4.14%"
"Oct 07","514.09","496.29","515.94","480.69","-","3.59%"
"Sep 07","496.29","473.56","502.38","467.71","-","4.80%"
"Aug 07","473.56","495.57","495.57","434.52","-","-4.44%"
"Jul 07","495.57","508.24","526.05","481.72","-","-2.49%"
"Jun 07","508.24","496.26","511.17","474.31","-","2.41%"
"May 07","496.26","477.61","498.32","467.50","-","3.90%"
"Apr 07","477.61","461.30","482.04","459.73","-","3.54%"
"Mar 07","461.30","440.59","466.17","423.19","-","4.70%"
"Feb 07","440.59","460.74","473.41","435.97","-","-4.37%"
"Jan 07","460.74","440.36","463.74","422.21","-","4.63%"
"Dec 06","440.36","412.99","447.49","410.86","-","6.63%"
"Nov 06","412.99","402.69","422.90","401.02","-","2.56%"
"Oct 06","402.69","371.59","407.39","357.18","-","8.37%"
"Sep 06","371.59","382.17","395.60","353.03","-","-2.77%"
"Aug 06","382.17","380.99","388.63","370.84","-","0.31%"
"Jul 06","380.99","376.44","390.61","362.43","-","1.21%"
"Jun 06","376.44","381.43","393.58","335.33","-","-1.31%"
"May 06","381.43","407.02","430.88","351.92","-","-6.29%"
"Apr 06","407.02","396.30","424.52","393.55","-","2.71%"
"Mar 06","396.30","366.06","401.17","363.78","-","8.26%"
"Feb 06","366.06","355.20","372.12","344.60","-","3.06%"
"Jan 06","355.20","332.51","361.80","332.51","-","6.82%"
"Dec 05","332.51","314.23","335.28","314.23","-","5.82%"
"Nov 05","314.23","302.22","316.41","296.86","-","3.97%"
"Oct 05","302.22","328.16","330.39","277.53","-","-7.90%"
"Sep 05","328.16","315.97","330.24","315.63","-","3.86%"
"Aug 05","315.97","298.56","317.89","297.62","-","5.83%"
"Jul 05","298.56","283.41","298.59","280.30","-","5.35%"
"Jun 05","283.41","258.37","283.78","258.06","-","9.69%"
"May 05","258.37","243.53","260.33","243.53","-","6.09%"
"Apr 05","243.53","256.27","265.17","241.98","-","-4.97%"
"Mar 05","256.27","260.06","265.19","253.05","-","-1.46%"
"Feb 05","260.06","242.47","261.13","242.47","-","7.25%"
"Jan 05","242.47","236.70","244.35","231.82","-","2.44%"
"Dec 04","236.70","232.43","238.25","226.19","-","1.84%"
"Nov 04","232.43","213.48","232.82","213.26","-","8.88%"
"Oct 04","213.48","219.31","228.55","212.46","-","-2.66%"
"Sep 04","219.31","203.70","220.75","203.70","-","7.66%"
"Aug 04","203.70","201.71","205.60","194.23","-","0.99%"
"Jul 04","201.71","204.55","206.12","197.53","-","-1.39%"
"Jun 04","204.55","191.64","205.18","191.28","-","6.74%"
"May 04","191.64","188.23","193.02","182.38","-","1.75%"
"Apr 04","188.34","193.77","203.30","187.47","-","-2.80%"
"Mar 04","193.77","202.07","207.47","187.89","-","-4.11%"
"Feb 04","202.07","183.95","202.09","182.48","-","9.85%"
"Jan 04","183.95","170.97","187.86","170.93","-","7.59%"
"Dec 03","170.97","162.27","171.78","162.27","-","5.36%"
"Nov 03","162.27","160.95","166.02","157.46","-","0.82%"
"Oct 03","160.95","142.65","161.16","142.65","-","12.83%"
"Sep 03","142.65","152.91","157.14","142.65","-","-6.71%"
"Aug 03","152.91","145.33","153.84","144.06","-","5.22%"
"Jul 03","145.33","134.20","145.70","133.03","-","8.29%"
"Jun 03","134.20","124.32","137.19","124.32","-","7.95%"
"May 03","124.32","117.57","125.41","116.80","-","5.74%"
"Apr 03","117.57","104.03","117.73","102.93","-","13.02%"
"Mar 03","104.03","101.63","108.18","98.89","-","2.36%"
"Feb 03","101.63","109.72","111.04","97.72","-","-7.37%"
"Jan 03","109.72","115.21","120.18","107.45","-","-4.77%"
"Dec 02","115.21","126.06","128.33","114.94","-","-8.61%"
"Nov 02","126.06","117.48","126.20","116.32","-","7.30%"
"Oct 02","117.48","110.62","122.41","109.31","-","6.20%"
"Sep 02","110.62","131.42","131.42","108.45","-","-15.83%"
"Aug 02","131.42","136.58","138.43","128.29","-","-3.78%"
"Jul 02","136.58","148.45","151.24","123.84","-","-8.00%"
"Jun 02","148.45","165.92","166.78","142.34","-","-10.53%"
"May 02","165.92","170.51","178.37","164.48","-","-2.69%"
"Apr 02","170.51","179.06","180.84","168.93","-","-4.77%"
"Mar 02","179.06","165.46","179.13","165.17","-","8.22%"
"Feb 02","165.46","163.55","166.04","159.16","-","1.17%"
"Jan 02","163.55","167.18","171.74","160.72","-","-2.17%"
"Dec 01","167.18","158.89","167.66","156.72","-","5.22%"
"Nov 01","158.89","150.36","159.37","147.76","-","5.67%"
"Oct 01","150.36","147.08","152.04","139.95","-","2.23%"
"Sep 01","147.08","176.62","178.42","133.35","-","-16.73%"
"Aug 01","176.62","189.20","189.76","176.62","-","-6.57%"
"Jul 01","189.04","195.28","195.51","184.49","-","-2.66%"
"Jun 01","194.20","207.45","208.80","193.17","-","-6.19%"
"May 01","207.02","202.58","211.40","200.23","-","2.26%"
"Apr 01","202.44","191.06","202.44","186.63","-","5.76%"
"Mar 01","191.42","195.83","204.11","185.16","-","-4.69%"
"Feb 01","200.83","202.18","204.90","198.82","-","-0.17%"
"Jan 01","201.18","199.21","201.18","192.62","-","2.75%"
"Dec 00","195.79","196.21","198.15","183.09","-","0.11%"
"Nov 00","195.57","213.97","219.99","195.57","-","-8.15%"
"Oct 00","212.92","215.53","218.08","198.25","-","-0.48%"
"Sep 00","213.94","220.60","225.04","212.62","-","-3.01%"
"Aug 00","220.58","202.35","220.86","200.95","-","9.32%"
"Jul 00","201.78","197.70","203.29","196.42","-","2.80%"
"Jun 00","196.28","194.25","196.28","190.40","-","2.96%"
"May 00","190.63","185.35","199.22","185.35","-","4.71%"
"Apr 00","182.05","186.62","186.62","172.30","-","-3.33%"
"Mar 00","188.32","193.71","199.36","184.72","-","-0.56%"
"Feb 00","189.38","184.21","192.19","184.21","-","2.66%"
"Jan 00","184.48","192.73","193.54","180.60","-","-2.78%"
"Dec 99","189.76","171.17","190.80","171.17","-","11.64%"
"Nov 99","169.98","158.65","170.60","157.97","-","7.23%"
"Oct 99","158.52","162.10","162.11","154.33","-","-1.49%"
"Sep 99","160.91","165.28","169.88","158.61","-","-1.25%"
"Aug 99","162.94","157.90","167.55","157.72","-","2.46%"
"Jul 99","159.03","155.78","163.89","155.66","-","2.89%"
"Jun 99","154.56","155.63","157.94","151.61","-","0.03%"
"May 99","154.52","156.35","159.23","152.41","-","-0.23%"
"Apr 99","154.88","143.58","154.88","143.29","-","8.20%"
"Mar 99","143.14","132.98","143.92","132.98","-","8.11%"
"Feb 99","132.40","140.41","140.41","132.08","-","-4.80%"
"Jan 99","139.08","133.03","139.94","129.97","-","8.80%"
"Dec 98","127.83","125.58","128.56","116.47","-","-1.87%"
"Nov 98","130.26","139.50","139.50","123.90","-","-4.23%"
"Oct 98","136.01","117.12","136.01","100.88","-","14.02%"
"Sep 98","119.29","125.80","136.85","115.82","-","-9.84%"
"Aug 98","132.31","174.56","174.56","132.31","-","-25.14%"
"Jul 98","176.74","182.43","185.25","176.74","-","-1.20%"
"Jun 98","178.89","181.85","187.02","172.36","-","-1.81%"
"May 98","182.18","198.46","198.62","181.93","-","-6.63%"
"Apr 98","195.12","191.13","197.43","191.13","-","2.59%"
"Mar 98","190.19","178.38","192.43","177.11","-","8.69%"
"Feb 98","174.99","173.42","175.45","170.06","-","2.50%"
"Jan 98","170.73","178.78","179.58","158.63","-","-2.48%"
"Dec 97","175.07","174.44","180.37","167.54","-","0.74%"
"Nov 97","173.78","182.99","183.28","171.16","-","-4.04%"
"Oct 97","181.09","183.86","193.46","175.47","-","-1.35%"
"Sep 97","183.56","177.34","183.56","177.34","-","4.72%"
"Aug 97","175.28","176.20","182.70","172.88","-","-0.79%"
"Jul 97","176.67","165.32","176.67","165.32","-","7.98%"
"Jun 97","163.62","160.23","163.62","159.89","-","3.59%"
"May 97","157.95","147.21","159.60","147.21","-","6.61%"
"Apr 97","148.15","139.82","149.29","138.54","-","2.55%"
"Mar 97","144.47","141.72","149.15","141.72","-","1.48%"
"Feb 97","142.37","144.54","150.44","142.19","-","-1.03%"
"Jan 97","143.85","131.66","143.85","131.66","-","8.62%"
"Dec 96","132.43","128.31","132.43","125.71","-","4.57%"
"Nov 96","126.64","119.32","126.64","119.32","-","7.00%"
"Oct 96","118.35","116.39","121.59","116.39","-","2.57%"
"Sep 96","115.38","113.68","116.58","112.57","-","2.14%"
"Aug 96","112.96","110.88","113.64","110.88","-","2.64%"
"Jul 96","110.05","115.57","116.69","110.05","-","-3.80%"
"Jun 96","114.40","112.85","115.82","112.85","-","1.07%"
"May 96","113.19","111.91","113.20","108.86","-","0.86%"
"Apr 96","112.22","103.73","112.99","103.73","-","8.55%"
"Mar 96","103.38","104.32","105.20","103.03","-","0.92%"
"Feb 96","102.44","101.74","105.18","101.74","-","1.20%"
"Jan 96","101.23","101.46","103.96","100.53","-","-7.86%"
"Dec 95","109.87","108.10","109.87","106.28","-","1.73%"
"Nov 95","108.00","105.29","108.00","105.04","-","2.17%"
"Oct 95","105.71","110.53","111.13","104.99","-","-4.28%"
"Sep 95","110.44","108.22","112.34","108.22","-","2.19%"
"Aug 95","108.07","108.49","109.61","107.15","-","0.57%"
"Jul 95","107.46","104.94","108.97","104.94","-","2.28%"
"Jun 95","105.06","101.85","105.51","101.30","-","3.51%"
"May 95","101.50","100.38","102.11","100.38","-","2.64%"
"Apr 95","98.89","91.43","98.89","91.43","-","8.68%"
"Mar 95","90.99","95.21","95.21","89.57","-","-4.68%"
"Feb 95","95.46","98.32","98.57","93.86","-","-2.46%"
"Jan 95","97.87","99.00","99.00","94.27","-","-0.59%"
"Dec 94","98.45","93.55","98.45","93.41","-","5.23%"
"Nov 94","93.56","90.04","93.56","88.46","-","3.16%"
"Oct 94","90.69","88.60","92.21","87.70","-","1.92%"
"Sep 94","88.98","95.52","95.74","88.83","-","-7.93%"
"Aug 94","96.64","97.67","98.78","94.21","-","-0.74%"
"Jul 94","97.36","90.11","97.36","90.11","-","7.68%"
"Jun 94","90.42","94.29","94.29","85.05","-","-5.40%"
"May 94","95.58","93.92","98.31","93.83","-","0.55%"
"Apr 94","95.06","96.72","99.02","95.06","-","-1.08%"
"Mar 94","96.10","101.96","101.96","96.10","-","-6.44%"
"Feb 94","102.72","102.32","103.16","99.85","-","-0.02%"
"Jan 94","102.74","92.62","102.74","92.62","-","11.80%"
"Dec 93","91.90","87.43","92.21","85.28","-","6.34%"
"Nov 93","86.42","91.44","92.43","85.08","-","-6.11%"
"Oct 93","92.04","82.09","92.04","82.09","-","12.70%"
"Sep 93","81.67","84.87","85.34","80.90","-","-4.61%"
"Aug 93","85.62","79.64","88.60","79.39","-","7.48%"
"Jul 93","79.66","74.25","79.66","73.88","-","9.02%"
"Jun 93","73.07","70.47","73.07","69.64","-","2.74%"
"May 93","71.12","72.36","72.61","70.44","-","-0.60%"
"Apr 93","71.55","66.45","71.55","66.11","-","7.27%"
"Mar 93","66.70","60.52","67.57","60.09","-","11.09%"
"Feb 93","60.04","57.86","61.07","57.65","-","4.82%"
"Jan 93","57.28","56.87","59.20","56.26","-","2.69%"
"Dec 92","55.78","55.06","59.87","55.06","-","3.68%"
"Nov 92","53.80","52.48","53.80","50.67","-","2.05%"
"Oct 92","52.72","50.76","53.38","48.18","-","6.61%"
"Sep 92","49.45","46.34","50.39","45.46","-","3.45%"
"Aug 92","47.80","57.11","57.11","44.98","-","-16.78%"
"Jul 92","57.44","59.36","59.62","55.46","-","-4.93%"
"Jun 92","60.42","67.38","67.38","59.86","-","-10.65%"
"May 92","67.62","67.38","68.90","67.12","-","1.85%"
"Apr 92","66.39","63.04","66.39","61.06","-","4.21%"
"Mar 92","63.71","62.79","64.82","62.73","-","3.09%"
"Feb 92","61.80","65.74","66.33","61.18","-","-7.75%"
"Jan 92","66.99","62.80","69.59","62.80","-","8.07%"
"Dec 91","61.99","56.27","62.78","56.27","-","4.55%"
"Nov 91","59.29","69.55","69.55","59.29","-","-15.22%"
"Oct 91","69.93","74.13","74.13","67.93","-","-5.22%"
"Sep 91","73.78","77.93","77.93","72.49","-","-5.66%"
"Aug 91","78.21","76.79","78.75","71.18","-","1.90%"
"Jul 91","76.75","74.92","76.75","74.19","-","2.77%"
"Jun 91","74.68","77.25","78.36","74.68","-","-2.74%"
"May 91","76.78","71.84","78.17","71.84","-","6.91%"
"Apr 91","71.82","73.53","74.28","69.87","-","-2.70%"
"Mar 91","73.81","71.16","75.79","71.16","-","3.69%"
"Feb 91","71.18","64.59","71.18","64.37","-","11.88%"
"Jan 91","63.62","67.62","67.62","61.18","-","-7.03%"
"Dec 90","68.43","73.13","73.13","65.35","-","-6.40%"
"Nov 90","73.11","75.28","75.28","67.27","-","-4.27%"
"Oct 90","76.37","81.55","81.81","74.79","-","-5.67%"
"Sep 90","80.96","90.07","91.20","80.96","-","-10.60%"
"Aug 90","90.56","99.65","99.89","84.84","-","-8.45%"
"Jul 90","98.92","91.76","98.92","91.59","-","7.38%"
"Jun 90","92.12","96.30","96.30","91.30","-","-4.51%"
"May 90","96.47","90.58","97.01","90.58","-","8.16%"
"Apr 90","89.19","91.68","93.37","88.57","-","-5.09%"
"Mar 90","93.97","90.96","97.39","90.96","-","3.08%"
"Feb 90","91.16","86.77","92.81","86.77","-","7.03%"
"Jan 90","85.17","80.94","85.99","80.94","-","7.71%"
"Dec 89","79.07","73.12","79.07","73.12","-","8.63%"
"Nov 89","72.79","72.29","74.38","70.90","-","2.54%"
"Oct 89","70.99","80.35","80.35","70.08","-","-12.22%"
"Sep 89","80.87","78.57","81.68","78.26","-","2.35%"
"Aug 89","79.01","76.09","79.01","73.15","-","4.28%"
"Jul 89","75.77","72.81","77.50","72.81","-","3.43%"
"Jun 89","73.26","73.94","74.85","71.47","-","-1.51%"
"May 89","74.38","71.87","76.66","71.87","-","4.10%"
"Apr 89","71.45","67.91","73.35","66.63","-","6.34%"
"Mar 89","67.19","62.22","67.19","62.22","-","9.02%"
"Feb 89","61.63","59.65","63.58","59.65","-","2.49%"
"Jan 89","60.13","51.38","60.72","51.38","-","17.44%"
"Dec 88","51.20","45.88","51.41","45.88","-","11.40%"
"Nov 88","45.96","44.16","45.96","43.67","-","4.41%"
"Oct 88","44.02","42.71","44.02","42.34","-","3.12%"
"Sep 88","42.69","41.17","42.69","40.31","-","3.39%"
"Aug 88","41.29","45.21","45.27","40.74","-","-7.96%"
"Jul 88","44.86","44.23","45.21","43.47","-","1.65%"
"Jun 88","44.13","42.57","44.22","42.57","-","5.00%"
"May 88","42.03","43.38","43.38","40.17","-","-4.26%"
"Apr 88","43.90","43.69","45.62","42.97","-","0.27%"
"Mar 88","43.78","41.24","44.21","40.72","-","7.59%"
"Feb 88","40.69","38.57","41.56","38.05","-","6.13%"
"Jan 88","38.34","37.50","41.42","37.28","-","3.15%"
"Dec 87","37.17","37.74","38.11","36.24","-","-1.20%"
"Nov 87","37.62","46.62","46.62","36.47","-","-17.75%"
"Oct 87","45.74","63.92","65.68","43.45","-","-27.43%"
"Sep 87","63.03","60.05","66.32","60.05","-","5.67%"
"Aug 87","59.65","55.85","59.65","55.85","-","8.89%"
"Jul 87","54.78","49.56","54.78","49.53","-","10.42%"
"Jun 87","49.61","48.78","49.82","48.78","-","1.70%"
"May 87","48.78","47.80","49.08","44.97","-","0.56%"
"Apr 87","48.51","46.83","49.96","46.81","-","5.41%"
"Mar 87","46.02","44.11","46.97","44.03","-","4.02%"
"Feb 87","44.24","43.10","44.46","43.02","-","2.69%"
"Jan 87","43.08","42.58","43.46","42.57","-","2.18%"
"Dec 86","42.16","44.24","44.24","41.68","-","-4.94%"
"Nov 86","44.35","43.81","45.29","43.75","-","1.86%"
"Oct 86","43.54","43.55","43.78","42.60","-","1.16%"
"Sep 86","43.04","43.56","45.15","43.04","-","-0.58%"
"Aug 86","43.29","39.92","43.60","39.71","-","7.63%"
"Jul 86","40.22","42.71","42.71","40.00","-","-6.03%"
"Jun 86","42.80","41.13","43.28","41.13","-","5.39%"
"May 86","40.61","39.85","40.79","38.96","-","2.47%"
"Apr 86","39.63","41.01","42.40","39.32","-","-4.02%"
"Mar 86","41.29","41.90","41.90","40.61","-","-2.76%"
"Feb 86","42.46","44.28","44.87","41.67","-","-3.57%"
"Jan 86","44.03","46.31","46.87","43.86","-","-4.84%"
"Dec 85","46.27","47.32","47.91","45.89","-","-2.57%"
"Nov 85","47.49","45.68","48.76","45.68","-","3.02%"
"Oct 85","46.10","43.46","46.45","43.46","-","7.76%"
"Sep 85","42.78","41.63","43.07","40.75","-","3.21%"
"Aug 85","41.45","41.20","42.27","40.63","-","0.93%"
"Jul 85","41.07","39.54","41.47","38.73","-","4.42%"
"Jun 85","39.33","41.41","41.41","38.91","-","-4.42%"
"May 85","41.15","39.26","41.30","39.26","-","3.84%"
"Apr 85","39.63","37.79","39.70","37.59","-","5.76%"
"Mar 85","37.47","38.46","39.36","37.10","-","-3.82%"
"Feb 85","38.96","39.85","41.33","38.79","-","-3.35%"
"Jan 85","40.31","35.87","40.31","35.87","-","13.90%"
