Release Date,Time,Actual,Forecast,Previous,
"Feb 01, 2005 (Jan)",05:00,55.65, ,57.83,
"Jan 01, 2005 (Dec)",05:00,57.83, ,53.69,
"Dec 01, 2004 (Nov)",05:00,53.69, ,52.51,
"Nov 01, 2004 (Oct)",05:00,52.51, ,50.38,
"Oct 01, 2004 (Sep)",05:00,50.38, ,52.32,
"Sep 01, 2004 (Aug)",05:00,52.32, ,55.55,
"Aug 01, 2004 (Jul)",05:00,55.55, ,51.42,
"Jul 01, 2004 (Jun)",05:00,51.42, ,53.15,
"Jun 01, 2004 (May)",05:00,53.15, ,58.17,
"May 01, 2004 (Apr)",05:00,58.17, ,53.98,
"Apr 01, 2004 (Mar)",05:00,53.98, ,52.26,
"Mar 01, 2004 (Feb)",05:00,52.26, ,57.42,
"Feb 01, 2004 (Jan)",05:00,57.42, ,52.66,
"Jan 01, 2004 (Dec)",05:00,52.66, ,57.61,
"Dec 01, 2003 (Nov)",05:00,57.61, ,56.60,
"Nov 01, 2003 (Oct)",05:00,56.60, ,51.17,
"Oct 01, 2003 (Sep)",05:00,51.17, ,52.35,
"Sep 01, 2003 (Aug)",05:00,52.35, ,52.45,
"Aug 01, 2003 (Jul)",05:00,52.45, ,50.15,
"Jul 01, 2003 (Jun)",05:00,50.15, ,52.74,
"Jun 01, 2003 (May)",05:00,52.74, ,53.98,
"May 01, 2003 (Apr)",05:00,53.98, ,51.03,
"Apr 01, 2003 (Mar)",05:00,51.03, ,55.67,
"Mar 01, 2003 (Feb)",05:00,55.67, ,54.23,
"Feb 01, 2003 (Jan)",05:00,54.23, ,55.26,
"Jan 01, 2003 (Dec)",05:00,55.26, ,58.03,
"Dec 01, 2002 (Nov)",05:00,58.03, ,56.33,
"Nov 01, 2002 (Oct)",05:00,56.33, ,53.86,
"Oct 01, 2002 (Sep)",05:00,53.86, ,58.27,
"Sep 01, 2002 (Aug)",05:00,58.27, ,53.38,
"Aug 01, 2002 (Jul)",05:00,53.38, ,58.42,
"Jul 01, 2002 (Jun)",05:00,58.42, ,62.13,
"Jun 01, 2002 (May)",05:00,62.13, ,58.07,
"May 01, 2002 (Apr)",05:00,58.07, ,60.50,
"Apr 01, 2002 (Mar)",05:00,60.50, ,57.93,
"Mar 01, 2002 (Feb)",05:00,57.93, ,56.13,
"Feb 01, 2002 (Jan)",05:00,56.13, ,50.44,
"Jan 01, 2002 (Dec)",05:00,50.44, ,54.72,
"Dec 01, 2001 (Nov)",05:00,54.72, ,53.33,
"Nov 01, 2001 (Oct)",05:00,53.33, ,54.50,
"Oct 01, 2001 (Sep)",05:00,54.50, ,53.90,
"Sep 01, 2001 (Aug)",05:00,53.90, ,50.65,
"Aug 01, 2001 (Jul)",05:00,50.65, ,53.28,
"Jul 01, 2001 (Jun)",05:00,53.28, ,47.39,
"Jun 01, 2001 (May)",05:00,47.39, , ,
